,시설종류,대상시설명,소재지도로명주소,소재지지번주소,위도,경도,관리기관명,관할경찰서명,CCTV설치여부,CCTV설치대수,보호구역도로폭,데이터기준일자,위경도
6,초등학교,연신초교,부산광역시 연제구 신금로23번길30,부산광역시 연제구 연산동302-1(연신초등학교),35.19248197,129.0931582,부산광역시 연제구청,연제경찰서,Y,1.0,10,2022-04-06,35.19248197129.0931582
7,초등학교,거제초교,부산광역시 연제구 해맞이로39,부산광역시 연제구 거제동676-152(거제초등학교),35.1780756,129.0675687,부산광역시 연제구청,연제경찰서,N,,10,2022-04-06,35.1780756129.0675687
9,초등학교,창신초교,부산광역시 연제구 종합운동장로12번길15,부산광역시 연제구 거제동897-3(창신초등학교),35.19281042,129.0658511,부산광역시 연제구청,연제경찰서,N,2.0,10,2022-04-06,35.19281042129.0658511
10,초등학교,과정초교,부산광역시 연제구 과정로164번길37,부산광역시 연제구 연산동473-1(과정초등학교),35.18673135,129.1103491,부산광역시 연제구청,연제경찰서,N,,8,2022-04-06,35.18673135129.1103491
11,초등학교,연미초교,부산광역시 연제구 금련로38번길84,부산광역시 연제구 연산동1824-60(연미초등학교),35.17070845,129.0921169,부산광역시 연제구청,연제경찰서,N,,5,2022-04-06,35.17070845129.0921169
12,초등학교,연일초교,부산광역시 연제구 고분로126-4,부산광역시 연제구 연산동1016(연일초등학교),35.18431629,129.0954502,부산광역시 연제구청,연제경찰서,Y,1.0,8,2022-04-06,35.18431629129.0954502
13,특수학교,두레학교,부산광역시 연제구 고분로123번길13-7,부산광역시 연제구 연산동1030-1(부산두레학교),35.18680312,129.0959557,부산광역시 연제구청,연제경찰서,N,,5,2022-04-06,35.18680312129.0959557
14,초등학교,연산초교,부산광역시 연제구 월드컵대로41,부산광역시 연제구 연산동774-1(연산초등학교),35.17826118,129.0841247,부산광역시 연제구청,연제경찰서,N,,6,2022-04-06,35.17826118129.0841247
15,초등학교,연제초교,부산광역시 연제구 중앙대로1065번길14,부산광역시 연제구 연산동1300(연제초등학교),35.18405049,129.0778797,부산광역시 연제구청,연제경찰서,Y,2.0,6,2022-04-06,35.18405049129.0778797
16,초등학교,연서초교,부산광역시 연제구 거제천로270번길30,부산광역시 연제구 연산동583-3(연서초등학교),35.19094918,129.0866014,부산광역시 연제구청,연제경찰서,N,,8,2022-04-06,35.19094918129.0866014
17,초등학교,거학초교,부산광역시 연제구 교대로24번길36,부산광역시 연제구 거제동240(거학초등학교),35.19747831,129.0768246,부산광역시 연제구청,연제경찰서,Y,1.0,8,2022-04-06,35.19747831129.0768246
18,초등학교,동명초교,부산광역시 연제구 쌍미천로44번길17,부산광역시 연제구 연산동1784-19(동명초등학교),35.17815285,129.0908609,부산광역시 연제구청,연제경찰서,N,2.0,8,2022-04-06,35.17815285129.0908609
19,초등학교,토현초교,부산광역시 연제구 토현로48,부산광역시 연제구 연산동2219-1(토현초등학교),35.18129198,129.1117682,부산광역시 연제구청,연제경찰서,N,,6,2022-04-06,35.18129198129.1117682
20,초등학교,연천초교,부산광역시 연제구 과정로225번길46,부산광역시 연제구 연산동378-11(연천초등학교),35.1862175,129.1004934,부산광역시 연제구청,연제경찰서,Y,4.0,10,2022-04-06,35.1862175129.1004934
21,유치원,거성,부산광역시 연제구 거제대로136번길6,부산광역시 연제구 거제동740-5(거성교회),35.18035457,129.0697833,부산광역시 연제구청,연제경찰서,N,,10,2022-04-06,35.18035457129.0697833
22,초등학교,부산교대부설초교,부산광역시 연제구 교대로24,부산광역시 연제구 거제동87-4(부산교육대학교),35.19569321,129.0770825,부산광역시 연제구청,연제경찰서,Y,2.0,8,2022-04-06,35.19569321129.0770825
23,유치원,경상부속,부산광역시 연제구 고분로170,부산광역시 연제구 연산동277-4(부산경상대학),35.18542909,129.1009549,부산광역시 연제구청,연제경찰서,N,,10,2022-04-06,35.18542909129.1009549
24,유치원,연산,부산광역시 연제구 월드컵대로41,부산광역시 연제구 연산동774-1(연산초등학교),35.17826259,129.084127,부산광역시 연제구청,연제경찰서,N,,6,2022-04-06,35.17826259129.084127
25,유치원,고은,부산광역시 연제구 여고로126,부산광역시 연제구 거제동212-2,35.19860242,129.0764689,부산광역시 연제구청,연제경찰서,Y,1.0,8,2022-04-06,35.19860242129.0764689
26,유치원,동성연천,부산광역시 연제구 고분로200,부산광역시 연제구 연산동243-18(연산엘지아파트),35.18408872,129.1046149,부산광역시 연제구청,연제경찰서,N,,10,2022-04-06,35.18408872129.1046149
27,유치원,브니엘,부산광역시 연제구 중앙천로73번길15,부산광역시 연제구 연산동1643-1,35.17976756,129.0800518,부산광역시 연제구청,연제경찰서,N,,8,2022-04-06,35.17976756129.0800518
28,유치원,양지,부산광역시 연제구 쌍미천로30번길53,부산광역시 연제구 연산동산143-7,35.17780666,129.0926401,부산광역시 연제구청,연제경찰서,N,1.0,6,2022-04-06,35.17780666129.0926401
29,유치원,이화,부산광역시 연제구 과정로93번길32,부산광역시 연제구 연산동57-77,35.18058584,129.1062033,부산광역시 연제구청,연제경찰서,Y,1.0,6,2022-04-06,35.18058584129.1062033
30,유치원,토현,부산광역시 연제구 토현로32,부산광역시 연제구 연산동2231,35.18031087,129.110635,부산광역시 연제구청,연제경찰서,N,,6,2022-04-06,35.18031087129.110635
31,초등학교,남문초교,부산광역시 연제구 법원북로23,부산광역시 연제구 거제동1474,35.1942359,129.0695568,부산광역시 연제구청,연제경찰서,N,,8,2022-04-06,35.1942359129.0695568
32,유치원,동명초교병설,부산광역시 연제구 쌍미천로44번길17,부산광역시 연제구 연산동1784-19,35.17817174,129.090835,부산광역시 연제구청,연제경찰서,Y,2.0,8,2022-04-06,35.17817174129.090835
35,유치원,글로잉,부산광역시 연제구 연동로14번길33,부산광역시 연제구 연산동2264,35.18836518,129.0912773,부산광역시 연제구청,연제경찰서,N,,15,2022-04-06,35.18836518129.0912773
36,어린이집,부산법원어린이집,부산광역시 연제구 법원로31,부산광역시 연제구 거제동1500,35.19253531,129.0732651,부산광역시 연제구청,연제경찰서,N,,15,2022-04-06,35.19253531129.0732651
37,유치원,연동초등학교병설유치원,부산광역시 연제구 고분로56번길40,부산광역시 연제구 연산동799,35.18393246,129.0884679,부산광역시 연제구청,연제경찰서,Y,1.0,18,2022-04-06,35.18393246129.0884679
0,유치원,아인유치원,부산광역시 금정구 금정도서관로 5-4,부산광역시 금정구 청룡동 7-3,35.27291031,129.093639,부산광역시 금정구청,금정경찰서,N,,16,2022-06-10,35.27291031129.093639
1,유치원,아람유치원,부산광역시 금정구 두실로15번길 52-13,부산광역시 금정구 구서동 225,35.25839737,129.088665,부산광역시 금정구청,금정경찰서,Y,1.0,10,2022-06-10,35.25839737129.088665
2,유치원,숲속유치원,부산광역시 금정구 서부로81,부산광역시 금정구 서동 502-2,35.219904,129.0987211,부산광역시 금정구청,금정경찰서,N,,12,2022-06-10,35.219904129.0987211
3,유치원,소심유치원,부산광역시 금정구 서동로5번길 58-1,부산광역시 금정구 부곡동 841-1,35.22181666,129.0944139,부산광역시 금정구청,금정경찰서,N,,5,2022-06-10,35.22181666129.0944139
4,유치원,선경유치원,부산광역시 금정구 구서중앙로 20,부산광역시 금정구 구서동 185-1,35.25600571,129.0883572,부산광역시 금정구청,금정경찰서,Y,1.0,14,2022-06-10,35.25600571129.0883572
5,유치원,둥지유치원,부산광역시 금정구 서동로103번길 78,부산광역시 금정구 서동 166-1,35.21719056,129.1009082,부산광역시 금정구청,금정경찰서,N,,6,2022-06-10,35.21719056129.1009082
6,유치원,동백자연유치원,부산광역시 금정구 청룡로61번길 34,부산광역시 금정구 남산동 743-1,35.2737306,129.0856737,부산광역시 금정구청,금정경찰서,N,,8,2022-06-10,35.2737306129.0856737
7,초등학교,동상초등학교,부산광역시 금정구 옥봉로 5,부산광역시 금정구 서동 235,35.21130018,129.1069492,부산광역시 금정구청,금정경찰서,Y,1.0,5~8,2022-06-10,35.21130018129.1069492
8,초등학교,금성초등학교,부산광역시 금정구 중리1길 15,부산광역시 금정구 금성동 609,35.25067682,129.0573705,부산광역시 금정구청,금정경찰서,N,,3~6,2022-06-10,35.25067682129.0573705
9,초등학교,동래초등학교,부산광역시 금정구 체육공원로44번길 26,부산광역시 금정구 부곡동 산7-1,35.24710743,129.0984812,부산광역시 금정구청,금정경찰서,Y,1.0,10~16,2022-06-10,35.24710743129.0984812
10,초등학교,남산초등학교,부산광역시 금정구 금강로 614,부산광역시 금정구 남산동 59-2,35.26214086,129.0891827,부산광역시 금정구청,금정경찰서,Y,1.0,6~10,2022-06-10,35.26214086129.0891827
11,초등학교,금정초등학교,부산광역시 금정구 식물원로44번길 46,부산광역시 금정구 장전동 348-1,35.22802827,129.0848988,부산광역시 금정구청,금정경찰서,Y,4.0,3~18,2022-06-10,35.22802827129.0848988
12,초등학교,금양초등학교,부산광역시 금정구 중앙대로 1755,부산광역시 금정구 부곡동 63-27,35.241299,129.0920249,부산광역시 금정구청,금정경찰서,N,,6~15,2022-06-10,35.241299129.0920249
13,초등학교,금샘초등학교,부산광역시 금정구 금샘로 525,부산광역시 금정구 남산동 553-2,35.26905918,129.0838928,부산광역시 금정구청,금정경찰서,Y,1.0,14,2022-06-10,35.26905918129.0838928
14,초등학교,금사초등학교,부산광역시 금정구 금사로57번길 24,부산광역시 금정구 서동 41-3,35.21892107,129.1095928,부산광역시 금정구청,금정경찰서,N,,3.5~5,2022-06-10,35.21892107129.1095928
15,초등학교,금빛초등학교,부산광역시 금정구 소정로 31,부산광역시 금정구 장전동 714,35.22797727,129.080337,부산광역시 금정구청,금정경찰서,N,,4~18,2022-06-10,35.22797727129.080337
16,유치원,동백유치원,부산광역시 금정구 수림로50번길 47,부산광역시 금정구 장전동 63-3,35.24216599,129.086996,부산광역시 금정구청,금정경찰서,N,,9,2022-06-10,35.24216599129.086996
17,유치원,대우유치원,부산광역시 금정구 부산대학로 10,부산광역시 금정구 부곡동 244-37,35.23306339,129.0899786,부산광역시 금정구청,금정경찰서,Y,1.0,8~10,2022-06-10,35.23306339129.0899786
18,유치원,누리유치원,부산광역시 금정구 금샘로229번길 8,부산광역시 금정구 장전동 90-11,35.244714,129.0838052,부산광역시 금정구청,금정경찰서,N,,7,2022-06-10,35.244714129.0838052
19,유치원,남산유치원,부산광역시 금정구 팔송로39번길 83,부산광역시 금정구 남산동 332-8,35.268487,129.0886453,부산광역시 금정구청,금정경찰서,Y,2.0,14,2022-06-10,35.268487129.0886453
20,유치원,꿈나무유치원,부산광역시 금정구 금샘로 23,부산광역시 금정구 장전동 503-81,35.22812259,129.077206,부산광역시 금정구청,금정경찰서,N,,14,2022-06-10,35.22812259129.077206
21,유치원,꾸미랑유치원,부산광역시 금정구 서동로34번길 25,부산광역시 금정구 부곡동 778-1,35.2197578,129.091103,부산광역시 금정구청,금정경찰서,N,,5,2022-06-10,35.2197578129.091103
22,유치원,금양미래유치원,부산광역시 금정구 수림로 12,부산광역시 금정구 부곡동 63-11,35.24056963,129.0923945,부산광역시 금정구청,금정경찰서,Y,1.0,8,2022-06-10,35.24056963129.0923945
23,유치원,광명유치원,부산광역시 금정구 금샘로 51,부산광역시 금정구 장전동 502-35,35.22986147,129.0749601,부산광역시 금정구청,금정경찰서,N,,18,2022-06-10,35.22986147129.0749601
24,유치원,청룡초등학교병설유치원,부산광역시 금정구 팔송로 6,부산광역시 금정구 청룡동 46,35.272731,129.0917551,부산광역시 금정구청,금정경찰서,Y,2.0,6~32,2022-06-10,35.272731129.0917551
25,유치원,서명초등학교병설유치원,부산광역시 금정구 명서로 48,부산광역시 금정구 서동 302-1953,35.21516544,129.0946322,부산광역시 금정구청,금정경찰서,Y,1.0,6~7,2022-06-10,35.21516544129.0946322
27,유치원,금사초등학교병설유치원,부산광역시 금정구 금사로57번길 24,부산광역시 금정구 서동 41-3,35.218913,129.109559,부산광역시 금정구청,금정경찰서,N,,3.5~5,2022-06-10,35.218913129.109559
28,초등학교,현곡초등학교,부산광역시 금정구 동부곡로27번길 20,부산광역시 금정구 부곡동 산70,35.22641657,129.0949785,부산광역시 금정구청,금정경찰서,N,,6~12,2022-06-10,35.22641657129.0949785
30,초등학교,장전초등학교,부산광역시 금정구 수림로 90,부산광역시 금정구 장전동 657-8,35.24137393,129.0827578,부산광역시 금정구청,금정경찰서,Y,2.0,15,2022-06-10,35.24137393129.0827578
31,초등학교,공덕초등학교,부산광역시 금정구 대두로 2,부산광역시 금정구 두구동 224-1,35.29585964,129.1113124,부산광역시 금정구청,금정경찰서,Y,1.0,3~15,2022-06-10,35.29585964129.1113124
32,초등학교,장서초등학교,부산광역시 금정구 금강로 453번길 26-7,부산광역시 금정구 구서동 709-3,35.2480494,129.085406,부산광역시 금정구청,금정경찰서,Y,1.0,6~20,2022-06-10,35.2480494129.085406
34,초등학교,서동초등학교,부산광역시 금정구 동현로 147,부산광역시 금정구 서동 산47,35.21911316,129.0968816,부산광역시 금정구청,금정경찰서,Y,1.0,8,2022-06-10,35.21911316129.0968816
35,초등학교,서곡초등학교,부산광역시 금정구 윤산로 279,부산광역시 금정구 서동 134-13,35.220475,129.104852,부산광역시 금정구청,금정경찰서,N,,5~12,2022-06-10,35.220475129.104852
36,초등학교,부곡초등학교,부산광역시 금정구 기찰로22번길 15,부산광역시 금정구 부곡동 241-1,35.2341134,129.0932522,부산광역시 금정구청,금정경찰서,N,,6,2022-06-10,35.2341134129.0932522
37,초등학교,두실초등학교,부산광역시 금정구 중앙대로1893번길 33,부산광역시 금정구 구서동 1052,35.25315811,129.0894003,부산광역시 금정구청,금정경찰서,N,,8,2022-06-10,35.25315811129.0894003
38,초등학교,동현초등학교,부산광역시 금정구 동현로 36,부산광역시 금정구 부곡동 337-1,35.2220213,129.0927614,부산광역시 금정구청,금정경찰서,N,,3.5~8,2022-06-10,35.2220213129.0927614
39,초등학교,구서초등학교,부산광역시 금정구 구서중앙로 35,부산광역시 금정구 구서동 752,35.254258,129.0871377,부산광역시 금정구청,금정경찰서,N,,7~13,2022-06-10,35.254258129.0871377
40,초등학교,삼육초등학교,부산광역시 금정구 금정도서관로 17,부산광역시 금정구 청룡동 2-6,35.27276458,129.0947476,부산광역시 금정구청,금정경찰서,N,,8~16,2022-06-10,35.27276458129.0947476
41,특수학교,은애학교,부산광역시 금정구 청룡예전로 107,부산광역시 금정구 청룡동 276-2,35.278658,129.0848121,부산광역시 금정구청,금정경찰서,N,,5,2022-06-10,35.278658129.0848121
42,어린이집,부산대부설어린이집,부산광역시 금정구 금강로321번길 63,부산광역시 금정구 장전동 산30,35.23651909,129.083368,부산광역시 금정구청,금정경찰서,Y,3.0,8~10,2022-06-10,35.23651909129.083368
43,어린이집,꽃잎어린이집,부산광역시 금정구 금단로 88,부산광역시 금정구 구서동 153-1,35.25717246,129.0940639,부산광역시 금정구청,금정경찰서,N,,6~8,2022-06-10,35.25717246129.0940639
44,유치원,한신유치원,부산광역시 금정구 중앙대로1685번길 24,부산광역시 금정구 부곡동 26-11,35.23674462,129.0899237,부산광역시 금정구청,금정경찰서,Y,2.0,8~10,2022-06-10,35.23674462129.0899237
45,유치원,한독유치원,부산광역시 금정구 기찰로 59,부산광역시 금정구 부곡동 227-4,35.236151,129.0930671,부산광역시 금정구청,금정경찰서,N,,7,2022-06-10,35.236151129.0930671
46,유치원,하늘빛유치원,부산광역시 금정구 금강로 211,부산광역시 금정구 장전동 723,35.22813497,129.0818789,부산광역시 금정구청,금정경찰서,N,,12~18,2022-06-10,35.22813497129.0818789
47,유치원,하나유치원,부산광역시 금정구 동현로 106,부산광역시 금정구 부곡동 963-2,35.21929988,129.095002,부산광역시 금정구청,금정경찰서,N,,7~12,2022-06-10,35.21929988129.095002
48,유치원,파랑새유치원,부산광역시 금정구 금샘로420번길 15,부산광역시 금정구 구서동 1011-1,35.260734,129.085368,부산광역시 금정구청,금정경찰서,N,,8,2022-06-10,35.260734129.085368
49,유치원,트니트니유치원,부산광역시 금정구 중앙대로1667번길 10,부산광역시 금정구 부곡동 235-5,35.23346946,129.0908853,부산광역시 금정구청,금정경찰서,N,,8,2022-06-10,35.23346946129.0908853
50,유치원,유성유치원,부산광역시 금정구 서금로 91-4,부산광역시 금정구 금사동 507,35.221941,129.109997,부산광역시 금정구청,금정경찰서,N,,10,2022-06-10,35.221941129.109997
0,어린이집,개원어린이집,부산광역시 부산진구 백양관문로77번길 33,부산광역시 부산진구 개금동 1-19,35.16450196,129.0277604,부산광역시 부산진구청,부산진경찰서,Y,1.0,,2022-03-18,35.16450196129.0277604
1,어린이집,부산광역시청어린이집,부산광역시 부산진구 거제천로40번길 31,부산광역시 부산진구 양정동 250-1,35.1792288,129.0727223,부산광역시 부산진구청,부산진경찰서,Y,1.0,,2022-03-18,35.1792288129.0727223
2,어린이집,부산진구 사회복지관어린이집,부산광역시 부산진구 복지로 117-12,부산광역시 부산진구 개금동 산 57-9,35.1426032,129.0201649,부산광역시 부산진구청,부산진경찰서,Y,1.0,,2022-03-18,35.1426032129.0201649
3,어린이집,양정삼성어린이집,부산광역시 부산진구 연수로11번길 34,부산광역시 부산진구 양정동 271-18,35.17479967,129.0737388,부산광역시 부산진구청,부산진경찰서,Y,1.0,,2022-03-18,35.17479967129.0737388
4,어린이집,크로바어린이집,부산광역시 부산진구 백양대로136번길 37-9,부산광역시 부산진구 당감동 516-3,35.1618761,129.0332321,부산광역시 부산진구청,부산진경찰서,Y,1.0,,2022-03-18,35.1618761129.0332321
5,어린이집,한빛어린이집,부산광역시 부산진구 동평로39번길 106,부산광역시 부산진구 당감동 633-1,35.1676615,129.0292801,부산광역시 부산진구청,부산진경찰서,Y,4.0,,2022-03-18,35.1676615129.0292801
6,어린이집,햇살자연어린이집,부산광역시 부산진구 엄광로386번길 24,부산광역시 부산진구 범천동 1127-39,35.1514439,129.0459936,부산광역시 부산진구청,부산진경찰서,N,,,2022-03-18,35.1514439129.0459936
7,어린이집,초원사랑어린이집,부산광역시 부산진구 가야대로 635-20,부산광역시 부산진구 당감동 109-1,35.1569219,129.0422729,부산광역시 부산진구청,부산진경찰서,Y,1.0,,2022-03-18,35.1569219129.0422729
8,어린이집,당감복지관 나리어린이집,부산광역시 부산진구 당감서로 16,부산광역시 부산진구 당감동 818-220,35.162359,129.0366013,부산광역시 부산진구청,부산진경찰서,Y,1.0,,2022-03-18,35.162359129.0366013
9,어린이집,양정소명어린이집,부산광역시 부산진구 진남로 548,부산광역시 부산진구 양정동 73-6,35.171691,129.074289,부산광역시 부산진구청,부산진경찰서,N,,,2022-03-18,35.171691129.074289
10,어린이집,수어린이집,부산광역시 부산진구 성지로46번길 20-1,부산광역시 부산진구 연지동 290-37,35.174769,129.055462,부산광역시 부산진구청,부산진경찰서,Y,1.0,,2022-03-18,35.174769129.055462
11,어린이집,연지꿈동산어린이집,부산광역시 부산진구 성지로51번길 24,부산광역시 부산진구 연지동 10-4,35.17576988,129.0538634,부산광역시 부산진구청,부산진경찰서,Y,1.0,,2022-03-18,35.17576988129.0538634
12,유치원,개금유치원,부산광역시 부산진구 냉정로178번길 13,부산광역시 부산진구 개금동 835,35.14933558,129.0196731,부산광역시 부산진구청,부산진경찰서,Y,2.0,,2022-03-18,35.14933558129.0196731
13,유치원,예종유치원(구.초읍유치원),부산광역시 부산진구 성지로 116,부산광역시 부산진구 초읍동 178-6,35.18046668,129.0515273,부산광역시 부산진구청,부산진경찰서,Y,1.0,,2022-03-18,35.18046668129.0515273
14,유치원,춘해유치원,부산광역시 부산진구 안창로14번길 78,부산광역시 부산진구 범천동 1536,35.1461264,129.0433841,부산광역시 부산진구청,부산진경찰서,N,,,2022-03-18,35.1461264129.0433841
15,유치원,큰별유치원,부산광역시 부산진구 백양대로260번길 16,부산광역시 부산진구 개금동 419-3,35.1565111,129.0222699,부산광역시 부산진구청,부산진경찰서,N,,,2022-03-18,35.1565111129.0222699
16,유치원,한사랑유치원,부산광역시 부산진구 양지로11번길 64,부산광역시 부산진구 양정동 345-2,35.1714866,129.0717271,부산광역시 부산진구청,부산진경찰서,Y,1.0,,2022-03-18,35.1714866129.0717271
17,유치원,현대일신유치원,부산광역시 부산진구 거제대로 37,부산광역시 부산진구 양정동 458-20,35.17075418,129.0664592,부산광역시 부산진구청,부산진경찰서,Y,1.0,,2022-03-18,35.17075418129.0664592
18,유치원,화승유치원,부산광역시 부산진구 당감로 79,부산광역시 부산진구 부암동 500,35.16840379,129.0373261,부산광역시 부산진구청,부산진경찰서,Y,1.0,,2022-03-18,35.16840379129.0373261
19,유치원,화인유치원,부산광역시 부산진구 성지로14번길 65,부산광역시 부산진구 연지동 50-6,35.17282726,129.0586357,부산광역시 부산진구청,부산진경찰서,Y,1.0,,2022-03-18,35.17282726129.0586357
20,유치원,해바라기자연유치원,부산광역시 부산진구 개금본동로9번길 41,부산광역시 부산진구 개금동 237-1,35.1571185,129.0235693,부산광역시 부산진구청,부산진경찰서,Y,1.0,,2022-03-18,35.1571185129.0235693
21,유치원,금란유치원,부산광역시 부산진구 백양관문로 25-29,부산광역시 부산진구 개금동 53-5,35.1608238,129.0294651,부산광역시 부산진구청,부산진경찰서,Y,1.0,,2022-03-18,35.1608238129.0294651
22,유치원,금샘유치원,부산광역시 부산진구 화지로 6,부산광역시 부산진구 양정동 455,35.1755761,129.0640828,부산광역시 부산진구청,부산진경찰서,Y,1.0,,2022-03-18,35.1755761129.0640828
23,유치원,미소유치원(구.나무와아이들),부산광역시 부산진구 백양관문로 112,부산광역시 부산진구 당감동 791,35.16859825,129.0276734,부산광역시 부산진구청,부산진경찰서,Y,1.0,,2022-03-18,35.16859825129.0276734
24,유치원,늘푸른유치원,부산광역시 부산진구 복지로 70,부산광역시 부산진구 개금동 618-2,35.14743748,129.0196358,부산광역시 부산진구청,부산진경찰서,Y,1.0,,2022-03-18,35.14743748129.0196358
25,유치원,다원유치원,부산광역시 부산진구 성지로74번길 60,부산광역시 부산진구 초읍동 529-46,35.1790061,129.0563305,부산광역시 부산진구청,부산진경찰서,Y,1.0,,2022-03-18,35.1790061129.0563305
26,유치원,당감미리내유치원,부산광역시 부산진구 백양순환로18번길 36,부산광역시 부산진구 당감동 689,35.1662387,129.0352533,부산광역시 부산진구청,부산진경찰서,Y,1.0,,2022-03-18,35.1662387129.0352533
27,유치원,당감초등학교 병설유치원,부산광역시 부산진구 당감로 22-5,부산광역시 부산진구 당감동 271,35.16428339,129.0412435,부산광역시 부산진구청,부산진경찰서,Y,4.0,,2022-03-18,35.16428339129.0412435
28,유치원,당평초등학교 병설유치원,부산광역시 부산진구 백양대로136번길 26,부산광역시 부산진구 당감동 517,35.16143614,129.0351726,부산광역시 부산진구청,부산진경찰서,Y,1.0,,2022-03-18,35.16143614129.0351726
29,유치원,동성유치원,부산광역시 부산진구 동성로 26,부산광역시 부산진구 전포동 358-56,35.15268626,129.0695011,부산광역시 부산진구청,부산진경찰서,Y,1.0,,2022-03-18,35.15268626129.0695011
30,유치원,또래유치원,부산광역시 부산진구 경마장로5번길 71,부산광역시 부산진구 양정동 445-50,35.1707573,129.0632483,부산광역시 부산진구청,부산진경찰서,Y,1.0,,2022-03-18,35.1707573129.0632483
31,유치원,벽산유치원,부산광역시 부산진구 엄광로 122,부산광역시 부산진구 가야동 669-9,35.14746351,129.0281362,부산광역시 부산진구청,부산진경찰서,Y,1.0,,2022-03-18,35.14746351129.0281362
32,유치원,부산여대부속유치원,부산광역시 부산진구 진남로 506,부산광역시 부산진구 양정동 74-161,35.16923829,129.0720573,부산광역시 부산진구청,부산진경찰서,Y,1.0,,2022-03-18,35.16923829129.0720573
33,유치원,부산진유치원,부산광역시 부산진구 범천로 30,부산광역시 부산진구 범천동 890-1,35.1499601,129.0562654,부산광역시 부산진구청,부산진경찰서,Y,3.0,,2022-03-18,35.1499601129.0562654
34,유치원,빛나라유치원,부산광역시 부산진구 엄광로182번길 15-14,부산광역시 부산진구 가야동 464-84,35.1469879,129.0353397,부산광역시 부산진구청,부산진경찰서,N,,,2022-03-18,35.1469879129.0353397
35,유치원,새동유치원,부산광역시 부산진구 동평로183번길 114,부산광역시 부산진구 연지동 353-9,35.1720278,129.0487216,부산광역시 부산진구청,부산진경찰서,N,,,2022-03-18,35.1720278129.0487216
36,유치원,서면원광유치원,부산광역시 부산진구 시민공원로19번길 62,부산광역시 부산진구 부암동 80-39,35.1661393,129.0515033,부산광역시 부산진구청,부산진경찰서,Y,2.0,,2022-03-18,35.1661393129.0515033
37,유치원,선암유치원,부산광역시 부산진구 신암로 97,부산광역시 부산진구 범천동 1230-65,35.1497283,129.0522612,부산광역시 부산진구청,부산진경찰서,Y,1.0,,2022-03-18,35.1497283129.0522612
38,유치원,성북초등학교 병설유치원,부산광역시 부산진구 황령대로 79,부산광역시 부산진구 전포동 364-1,35.15124225,129.0681859,부산광역시 부산진구청,부산진경찰서,Y,1.0,,2022-03-18,35.15124225129.0681859
39,유치원,성지유치원,부산광역시 부산진구 백양산로 23,부산광역시 부산진구 당감동 782-1,35.17142269,129.0328583,부산광역시 부산진구청,부산진경찰서,Y,3.0,,2022-03-18,35.17142269129.0328583
40,유치원,성지초등학교 병설유치원,부산광역시 부산진구 시민공원로74번길 50,부산광역시 부산진구 범전동 228-17,35.1637504,129.0564954,부산광역시 부산진구청,부산진경찰서,Y,4.0,,2022-03-18,35.1637504129.0564954
41,유치원,양정유치원,부산광역시 부산진구 양지로5번길 31,부산광역시 부산진구 양정동 353-3,35.1711433,129.0702889,부산광역시 부산진구청,부산진경찰서,Y,5.0,,2022-03-18,35.1711433129.0702889
42,유치원,양정원광유치원,부산광역시 부산진구 양지로17번길 28,부산광역시 부산진구 양정동 356-26,35.1697015,129.0710592,부산광역시 부산진구청,부산진경찰서,N,0.0,,2022-03-18,35.1697015129.0710592
43,유치원,양정현대유치원,부산광역시 부산진구 동평로 350,부산광역시 부산진구 양정동 511-3,35.17449296,129.0632237,부산광역시 부산진구청,부산진경찰서,Y,1.0,,2022-03-18,35.17449296129.0632237
44,유치원,엘지유치원,부산광역시 부산진구 백양대로300번길 30,부산광역시 부산진구 개금동 455,35.1558931,129.0183964,부산광역시 부산진구청,부산진경찰서,Y,1.0,,2022-03-18,35.1558931129.0183964
45,유치원,영림유치원,부산광역시 부산진구 냉정로 199,부산광역시 부산진구 개금동 177-154,35.1506644,129.0216733,부산광역시 부산진구청,부산진경찰서,Y,5.0,,2022-03-18,35.1506644129.0216733
46,유치원,전원유치원,부산광역시 부산진구 당감로 118,부산광역시 부산진구 부암동 560-19,35.17297732,129.0369442,부산광역시 부산진구청,부산진경찰서,Y,1.0,,2022-03-18,35.17297732129.0369442
47,유치원,전포유치원,부산광역시 부산진구 전포대로255번길 38,부산광역시 부산진구 전포동 656-1,35.1594596,129.0633334,부산광역시 부산진구청,부산진경찰서,Y,1.0,,2022-03-18,35.1594596129.0633334
48,유치원,주례초등학교 병설유치원,부산광역시 부산진구 진사로61번길 28-7,부산광역시 부산진구 개금동 630-5,35.1457956,129.0194669,부산광역시 부산진구청,부산진경찰서,Y,4.0,,2022-03-18,35.1457956129.0194669
49,유치원,초예유치원,부산광역시 부산진구 월드컵대로449번길 44-6,부산광역시 부산진구 초읍동 475,35.1814958,129.0505055,부산광역시 부산진구청,부산진경찰서,N,,,2022-03-18,35.1814958129.0505055
50,유치원,화승예그린 유치원,부산광역시 부산진구 백양순환로 70-11,부산광역시 부산진구 당감동 775-2,35.16954693,129.0349402,부산광역시 부산진구청,부산진경찰서,Y,1.0,,2022-03-18,35.16954693129.0349402
51,유치원,개림초 병설유치원,부산광역시 부산진구 백양대로320번길 40,부산광역시 부산진구 개금동 446-14,35.15632411,129.0161905,부산광역시 부산진구청,부산진경찰서,Y,1.0,,2022-03-18,35.15632411129.0161905
