종별,재난규모,접수시각,재난지점,관할서/관할구역
기타,1차출동,2020-07-24 12:47,부산광역시 동래구 안락동,동래소방서/연산119안전센터
기타,1차출동,2020-07-24 13:02,부산광역시 동래구 온천동,동래소방서/온천119안전센터
기타,1차출동,2020-07-24 15:58,부산광역시 연제구 연산동,동래소방서/연산119안전센터
기타,1차출동,2020-07-23 21:44,부산광역시 동래구 안락동,동래소방서/연산119안전센터
기타,1차출동,2020-07-23 21:44,부산광역시 동래구 안락동,동래소방서/연산119안전센터
기타,1차출동,2020-07-23 21:40,부산광역시 동래구 온천동,동래소방서/온천119안전센터
기타,1차출동,2020-07-23 21:37,부산광역시 연제구 거제동,동래소방서/사직119안전센터
기타,1차출동,2020-07-23 21:34,부산광역시 동래구 온천동,동래소방서/온천119안전센터
화재,1차출동,2020-07-23 21:39,부산광역시 부산진구 양정동,동래소방서/양정119안전센터
기타,1차출동,2020-07-23 21:31,부산광역시 연제구 연산동,동래소방서/연산119안전센터
기타,1차출동,2020-07-24 00:00,부산광역시 연제구 연산동,동래소방서/연산119안전센터
기타,1차출동,2020-07-23 21:32,부산광역시 연제구 연산동,동래소방서/연산119안전센터
기타,1차출동,2020-07-23 21:19,부산광역시 연제구 연산동,동래소방서/연산119안전센터
기타,1차출동,2020-07-24 15:43,부산광역시 부산진구 범천동,부산진소방서/가야119안전센터
기타,1차출동,2020-07-24 15:14,부산광역시 동구 수정동,부산진소방서/수정119안전센터
기타,1차출동,2020-07-24 13:49,부산광역시 동구 범일동,부산진소방서/범일119안전센터
기타,1차출동,2020-07-24 12:58,부산광역시 부산진구 가야동,부산진소방서/가야119안전센터
기타,1차출동,2020-07-24 12:49,부산광역시 동구 수정동,부산진소방서/수정119안전센터
기타,1차출동,2020-07-24 12:44,부산광역시 동구 범일동,부산진소방서/범일119안전센터
기타,1차출동,2020-07-24 12:18,부산광역시 부산진구 범천동,부산진소방서/가야119안전센터
기타,1차출동,2020-07-24 11:54,부산광역시 동구 범일동,부산진소방서/범일119안전센터
기타,1차출동,2020-07-24 11:31,부산광역시 부산진구 연지동,부산진소방서/부암119안전센터
기타,1차출동,2020-07-24 10:53,부산광역시 부산진구 범천동,부산진소방서/가야119안전센터
기타,1차출동,2020-07-24 10:10,부산광역시 동구 범일동,부산진소방서/범일119안전센터
기타,1차출동,2020-07-24 10:04,부산광역시 남구 문현동,부산진소방서/범일119안전센터
기타,1차출동,2020-07-24 09:59,부산광역시 부산진구 범천동,부산진소방서/가야119안전센터
기타,1차출동,2020-07-24 09:57,부산광역시 동구 범일동,부산진소방서/범일119안전센터
기타,1차출동,2020-07-24 09:37,부산광역시 동구 좌천동,항만소방서/부두119안전센터
기타,1차출동,2020-07-24 09:04,부산광역시 동구 범일동,부산진소방서/범일119안전센터
기타,1차출동,2020-07-24 09:03,부산광역시 부산진구 전포동,부산진소방서/부전119안전센터
기타,1차출동,2020-07-24 09:01,부산광역시 부산진구 범천동,부산진소방서/가야119안전센터
기타,1차출동,2020-07-24 08:54,부산광역시 부산진구 가야동,부산진소방서/가야119안전센터
기타,1차출동,2020-07-24 08:14,부산광역시 부산진구 범천동,부산진소방서/가야119안전센터
기타,1차출동,2020-07-24 08:09,부산광역시 남구 문현동,부산진소방서/범일119안전센터
기타,1차출동,2020-07-24 08:06,부산광역시 남구 문현동,부산진소방서/범일119안전센터
기타,1차출동,2020-07-24 08:02,부산광역시 동구 좌천동,항만소방서/부두119안전센터
기타,1차출동,2020-07-24 07:46,부산광역시 동구 범일동,부산진소방서/범일119안전센터
기타,1차출동,2020-07-24 07:27,부산광역시 부산진구 당감동,부산진소방서/당감119안전센터
기타,1차출동,2020-07-24 07:21,부산광역시 남구 문현동,부산진소방서/범일119안전센터
기타,1차출동,2020-07-24 07:16,부산광역시 동구 범일동,부산진소방서/범일119안전센터
기타,1차출동,2020-07-24 07:13,부산광역시 부산진구 범천동,부산진소방서/가야119안전센터
기타,1차출동,2020-07-24 06:40,부산광역시 남구 문현동,부산진소방서/범일119안전센터
기타,1차출동,2020-07-24 06:36,부산광역시 동구 범일동,부산진소방서/범일119안전센터
기타,1차출동,2020-07-24 02:14,부산광역시 부산진구 범천동,부산진소방서/가야119안전센터
기타,1차출동,2020-07-24 01:34,부산광역시 동구 범일동,부산진소방서/범일119안전센터
기타,1차출동,2020-07-24 01:55,부산광역시 부산진구 가야동,부산진소방서/가야119안전센터
기타,1차출동,2020-07-24 01:51,부산광역시 부산진구 전포동,부산진소방서/부전119안전센터
기타,1차출동,2020-07-24 01:23,부산광역시 동구 범일동,부산진소방서/범일119안전센터
기타,1차출동,2020-07-24 01:49,부산광역시 남구 문현동,부산진소방서/범일119안전센터
기타,1차출동,2020-07-24 00:45,부산광역시 남구 문현동,부산진소방서/범일119안전센터
기타,1차출동,2020-07-24 00:44,부산광역시 부산진구 범천동,부산진소방서/가야119안전센터
기타,1차출동,2020-07-24 00:42,부산광역시 동구 범일동,부산진소방서/범일119안전센터
기타,1차출동,2020-07-23 23:52,부산광역시 동구 범일동,부산진소방서/범일119안전센터
기타,1차출동,2020-07-23 23:51,부산광역시 동구 수정동,부산진소방서/수정119안전센터
기타,1차출동,2020-07-23 23:49,부산광역시 동구 범일동,부산진소방서/범일119안전센터
기타,1차출동,2020-07-24 18:30,부산광역시 해운대구 송정동,기장소방서/송정119안전센터
기타,1차출동,2020-07-24 13:12,부산광역시 해운대구 송정동,기장소방서/송정119안전센터
기타,1차출동,2020-07-24 11:00,부산광역시 해운대구 송정동,기장소방서/송정119안전센터
기타,1차출동,2020-07-24 10:11,부산광역시 해운대구 송정동,기장소방서/송정119안전센터
기타,1차출동,2020-07-24 09:23,부산광역시 기장군 기장읍 청강리,기장소방서/기장119안전센터
기타,1차출동,2020-07-24 09:05,부산광역시 해운대구 송정동,기장소방서/송정119안전센터
기타,1차출동,2020-07-24 05:44,부산광역시 해운대구 송정동,기장소방서/송정119안전센터
기타,1차출동,2020-07-23 23:36,부산광역시 부산진구 범천동,부산진소방서/가야119안전센터
기타,1차출동,2020-07-23 23:30,부산광역시 부산진구 가야동,부산진소방서/가야119안전센터
기타,1차출동,2020-07-23 23:30,부산광역시 남구 문현동,부산진소방서/범일119안전센터
기타,1차출동,2020-07-23 23:19,부산광역시 연제구 연산동,동래소방서/연산119안전센터
기타,1차출동,2020-07-23 23:21,부산광역시 동구 수정동,부산진소방서/수정119안전센터
기타,1차출동,2020-07-23 23:20,부산광역시 부산진구 연지동,부산진소방서/부암119안전센터
기타,1차출동,2020-07-23 23:10,부산광역시 부산진구 범천동,부산진소방서/가야119안전센터
기타,1차출동,2020-07-23 23:08,부산광역시 동구 수정동,부산진소방서/수정119안전센터
