종별,재난규모,접수시각,재난지점,관할서/관할구역
구조,1차출동,2022-04-30 23:59,부산광역시 해운대구 재송동,해운대소방서/우동119안전센터
구급,1차출동,2022-04-30 23:59,부산광역시 사상구 괘법동,북부소방서/삼락119안전센터
구급,1차출동,2022-04-30 23:56,부산광역시 부산진구 연지동,부산진소방서/부암119안전센터
구급,1차출동,2022-04-30 23:54,부산광역시 동래구 온천동,동래소방서/온천119안전센터
구급,1차출동,2022-04-30 23:53,부산광역시 사하구 괴정동,사하소방서/괴정119안전센터
구급,1차출동,2022-04-30 23:51,부산광역시 수영구 망미동,남부소방서/망미119안전센터
구급,1차출동,2022-04-30 23:50,부산광역시 부산진구 당감동,부산진소방서/가야119안전센터
구급,1차출동,2022-04-30 23:50,부산광역시 서구 동대신동2가,중부소방서/부민119안전센터
구급,1차출동,2022-04-30 23:50,부산광역시 수영구 민락동,남부소방서/광안119안전센터
화재,1차출동,2022-04-30 23:46,부산광역시 강서구 구랑동,강서소방서/지사119안전센터
구급,1차출동,2022-04-30 23:45,부산광역시 영도구 동삼동,항만소방서/동삼119안전센터
구급,1차출동,2022-04-30 23:42,부산광역시 수영구 광안동,남부소방서/광안119안전센터
구급,1차출동,2022-04-30 23:38,부산광역시 금정구 서동,금정소방서/서동119안전센터
구급,1차출동,2022-04-30 23:35,부산광역시 동래구 안락동,동래소방서/연산119안전센터
구급,1차출동,2022-04-30 23:35,부산광역시 부산진구 당감동,부산진소방서/가야119안전센터
구급,1차출동,2022-04-30 23:30,부산광역시 금정구 구서동,금정소방서/남산119안전센터
구조,1차출동,2022-04-30 23:28,부산광역시 부산진구 전포동,부산진소방서/부전119안전센터
구급,1차출동,2022-04-30 23:27,부산광역시 서구 충무동1가,중부소방서/충무119안전센터
구급,1차출동,2022-04-30 23:22,부산광역시 서구 서대신동1가,중부소방서/부민119안전센터
구급,1차출동,2022-04-30 23:20,부산광역시 사상구 괘법동,북부소방서/삼락119안전센터
구급,1차출동,2022-04-30 23:19,부산광역시 사하구 감천동,사하소방서/감천119안전센터
구급,1차출동,2022-04-30 23:19,부산광역시 수영구 수영동,남부소방서/망미119안전센터
구급,1차출동,2022-04-30 23:16,부산광역시 금정구 구서동,금정소방서/부곡119안전센터
구급,1차출동,2022-04-30 23:16,부산광역시 북구 구포동,북부소방서/구포119안전센터
구급,1차출동,2022-04-30 23:15,부산광역시 동구 좌천동,부산진소방서/수정119안전센터
구급,1차출동,2022-04-30 23:15,부산광역시 금정구 구서동,금정소방서/부곡119안전센터
기타,1차출동,2022-04-30 23:13,부산광역시 동래구 온천동,동래소방서/온천119안전센터
구급,1차출동,2022-04-30 23:13,부산광역시 해운대구 반송동,해운대소방서/반송119안전센터
구급,1차출동,2022-04-30 23:06,부산광역시 서구 서대신동2가,중부소방서/부민119안전센터
기타,1차출동,2022-04-30 22:56,부산광역시 서구 남부민동,중부소방서/충무119안전센터
구급,1차출동,2022-04-30 22:56,부산광역시 사하구 당리동,사하소방서/하단119안전센터
구조,1차출동,2022-04-30 22:54,부산광역시 금정구 남산동,금정소방서/남산119안전센터
구급,1차출동,2022-04-30 22:52,부산광역시 사하구 감천동,사하소방서/감천119안전센터
구급,1차출동,2022-04-30 22:49,부산광역시 영도구 동삼동,항만소방서/동삼119안전센터
구급,1차출동,2022-04-30 22:48,부산광역시 금정구 남산동,금정소방서/남산119안전센터
구급,1차출동,2022-04-30 22:47,부산광역시 수영구 광안동,남부소방서/광안119안전센터
구급,1차출동,2022-04-30 22:46,부산광역시 금정구 구서동,금정소방서/부곡119안전센터
구급,1차출동,2022-04-30 22:41,부산광역시 해운대구 반여동,해운대소방서/반여119안전센터
구급,1차출동,2022-04-30 22:34,부산광역시 남구 감만동,남부소방서/감만119안전센터
