종별,재난규모,접수시각,재난지점,관할서/관할구역
구조,1차출동,2018-07-31 10:01,부산광역시 해운대구 우동,해운대소방서/우동119안전센터
구조,1차출동,2018-07-31 10:32,부산광역시 해운대구 우동,해운대소방서/우동119안전센터
구조,1차출동,2018-07-22 10:01,부산광역시 해운대구 우동,해운대소방서/우동119안전센터
구조,1차출동,2018-07-22 15:00,부산광역시 해운대구 우동,해운대소방서/우동119안전센터
구조,1차출동,2018-07-22 13:45,부산광역시 해운대구 우동,해운대소방서/우동119안전센터
구조,1차출동,2018-07-22 13:40,부산광역시 해운대구 우동,해운대소방서/우동119안전센터
구조,1차출동,2018-07-22 13:35,부산광역시 해운대구 우동,해운대소방서/우동119안전센터
구조,1차출동,2018-07-22 12:55,부산광역시 해운대구 우동,해운대소방서/우동119안전센터
구조,1차출동,2018-07-22 12:55,부산광역시 해운대구 우동,해운대소방서/우동119안전센터
구조,1차출동,2018-07-22 12:50,부산광역시 해운대구 우동,해운대소방서/우동119안전센터
구조,1차출동,2018-07-22 12:35,부산광역시 해운대구 우동,해운대소방서/우동119안전센터
구조,1차출동,2018-07-22 12:30,부산광역시 해운대구 우동,해운대소방서/우동119안전센터
구조,1차출동,2018-07-12 17:48,부산광역시 해운대구 우동,해운대소방서/우동119안전센터
구조,1차출동,2018-07-12 16:07,부산광역시 해운대구 우동,해운대소방서/우동119안전센터
구조,1차출동,2018-07-12 14:38,부산광역시 해운대구 우동,해운대소방서/우동119안전센터
구조,1차출동,2018-07-12 14:38,부산광역시 해운대구 우동,해운대소방서/우동119안전센터
구조,1차출동,2018-07-12 12:20,부산광역시 해운대구 우동,해운대소방서/우동119안전센터
구조,1차출동,2018-07-12 11:40,부산광역시 해운대구 우동,해운대소방서/우동119안전센터
구조,1차출동,2018-07-12 10:44,부산광역시 해운대구 우동,해운대소방서/우동119안전센터
구조,1차출동,2018-07-08 16:40,부산광역시 해운대구 우동,해운대소방서/우동119안전센터
구조,1차출동,2018-07-08 16:40,부산광역시 해운대구 우동,해운대소방서/우동119안전센터
구조,1차출동,2018-07-04 15:43,부산광역시 해운대구 우동,해운대소방서/우동119안전센터
구조,1차출동,2018-07-04 15:43,부산광역시 해운대구 우동,해운대소방서/우동119안전센터
구조,1차출동,2018-07-04 15:43,부산광역시 해운대구 우동,해운대소방서/우동119안전센터
구조,1차출동,2018-07-04 11:15,부산광역시 해운대구 우동,해운대소방서/우동119안전센터
구조,1차출동,2018-07-04 11:15,부산광역시 해운대구 우동,해운대소방서/우동119안전센터
구조,1차출동,2018-07-04 11:15,부산광역시 해운대구 우동,해운대소방서/우동119안전센터
구급,1차출동,2018-07-31 17:51,부산광역시 해운대구 우동,해운대소방서/우동119안전센터
구급,1차출동,2018-07-31 17:49,부산광역시 해운대구 우동,해운대소방서/우동119안전센터
구급,1차출동,2018-07-31 17:49,부산광역시 해운대구 우동,해운대소방서/우동119안전센터
구급,1차출동,2018-07-31 17:49,부산광역시 해운대구 우동,해운대소방서/우동119안전센터
구급,1차출동,2018-07-31 12:05,부산광역시 해운대구 우동,해운대소방서/우동119안전센터
구급,1차출동,2018-07-28 17:35,부산광역시 해운대구 우동,해운대소방서/우동119안전센터
구급,1차출동,2018-07-22 15:14,부산광역시 해운대구 우동,해운대소방서/우동119안전센터
구급,1차출동,2018-07-22 13:25,부산광역시 해운대구 우동,해운대소방서/우동119안전센터
구급,1차출동,2018-07-22 13:00,부산광역시 해운대구 우동,해운대소방서/우동119안전센터
구급,1차출동,2018-07-16 17:40,부산광역시 해운대구 우동,해운대소방서/우동119안전센터
구급,1차출동,2018-07-16 17:19,부산광역시 해운대구 우동,해운대소방서/우동119안전센터
구급,1차출동,2018-07-16 16:20,부산광역시 해운대구 우동,해운대소방서/우동119안전센터
구급,1차출동,2018-07-16 15:57,부산광역시 해운대구 우동,해운대소방서/우동119안전센터
구급,1차출동,2018-07-16 15:30,부산광역시 해운대구 우동,해운대소방서/우동119안전센터
구급,1차출동,2018-07-16 15:16,부산광역시 해운대구 우동,해운대소방서/우동119안전센터
구급,1차출동,2018-07-16 15:10,부산광역시 해운대구 우동,해운대소방서/우동119안전센터
구급,1차출동,2018-07-16 13:10,부산광역시 해운대구 우동,해운대소방서/우동119안전센터
구급,1차출동,2018-07-12 17:32,부산광역시 해운대구 우동,해운대소방서/우동119안전센터
구급,1차출동,2018-07-12 17:08,부산광역시 해운대구 우동,해운대소방서/우동119안전센터
구급,1차출동,2018-07-12 16:22,부산광역시 해운대구 우동,해운대소방서/우동119안전센터
구급,1차출동,2018-07-12 15:32,부산광역시 해운대구 우동,해운대소방서/우동119안전센터
구급,1차출동,2018-07-12 15:08,부산광역시 해운대구 우동,해운대소방서/우동119안전센터
구급,1차출동,2018-07-12 11:54,부산광역시 해운대구 우동,해운대소방서/우동119안전센터
구급,1차출동,2018-07-08 16:35,부산광역시 해운대구 우동,해운대소방서/우동119안전센터
구급,1차출동,2018-07-08 15:00,부산광역시 해운대구 우동,해운대소방서/우동119안전센터
구급,1차출동,2018-07-08 13:00,부산광역시 해운대구 우동,해운대소방서/우동119안전센터
구급,1차출동,2018-07-04 19:50,부산광역시 해운대구 우동,해운대소방서/우동119안전센터
구급,1차출동,2018-07-04 14:30,부산광역시 해운대구 우동,해운대소방서/우동119안전센터
구급,1차출동,2018-07-15 17:45,부산광역시 해운대구 우동,해운대소방서/우동119안전센터
구급,1차출동,2018-07-15 16:30,부산광역시 해운대구 우동,해운대소방서/우동119안전센터
구급,1차출동,2018-07-11 15:07,부산광역시 해운대구 우동,해운대소방서/우동119안전센터
구급,1차출동,2018-07-11 14:30,부산광역시 해운대구 우동,해운대소방서/우동119안전센터
구급,1차출동,2018-07-11 12:50,부산광역시 해운대구 우동,해운대소방서/우동119안전센터
구급,1차출동,2018-07-11 12:00,부산광역시 해운대구 우동,해운대소방서/우동119안전센터
구급,1차출동,2018-07-07 15:58,부산광역시 해운대구 우동,해운대소방서/우동119안전센터
구급,1차출동,2018-07-07 15:25,부산광역시 해운대구 우동,해운대소방서/우동119안전센터
구급,1차출동,2018-07-07 15:02,부산광역시 해운대구 우동,해운대소방서/우동119안전센터
구급,1차출동,2018-07-07 14:46,부산광역시 해운대구 우동,해운대소방서/우동119안전센터
구급,1차출동,2018-07-07 13:22,부산광역시 해운대구 우동,해운대소방서/우동119안전센터
구급,1차출동,2018-07-07 10:30,부산광역시 해운대구 우동,해운대소방서/우동119안전센터
구급,1차출동,2018-07-07 14:40,부산광역시 해운대구 우동,해운대소방서/우동119안전센터
구급,1차출동,2018-07-07 13:53,부산광역시 해운대구 우동,해운대소방서/우동119안전센터
구급,1차출동,2018-07-07 13:02,부산광역시 해운대구 우동,해운대소방서/우동119안전센터
구급,1차출동,2018-07-07 11:00,부산광역시 해운대구 우동,해운대소방서/우동119안전센터
구급,1차출동,2018-07-07 10:30,부산광역시 해운대구 우동,해운대소방서/우동119안전센터
구급,1차출동,2018-07-07 10:23,부산광역시 해운대구 우동,해운대소방서/우동119안전센터
구조,1차출동,2018-07-23 15:15,부산광역시 해운대구 송정동,기장소방서/송정119안전센터
구조,1차출동,2018-07-23 10:30,부산광역시 해운대구 송정동,기장소방서/송정119안전센터
구급,1차출동,2018-07-04 16:30,부산광역시 강서구 강동동,강서소방서/강동119안전센터
구급,1차출동,2018-07-21 10:24,부산광역시 서구 암남동,중부소방서/충무119안전센터
구급,1차출동,2018-07-20 18:00,부산광역시 서구 암남동,중부소방서/충무119안전센터
구급,1차출동,2018-07-20 14:20,부산광역시 서구 암남동,중부소방서/충무119안전센터
구급,1차출동,2018-07-20 9:30,부산광역시 서구 암남동,중부소방서/충무119안전센터
구급,1차출동,2018-07-13 16:15,부산광역시 서구 암남동,중부소방서/충무119안전센터
구급,1차출동,2018-07-13 17:40,부산광역시 서구 암남동,중부소방서/충무119안전센터
구급,1차출동,2018-07-12 10:10,부산광역시 서구 암남동,중부소방서/충무119안전센터
구급,1차출동,2018-07-12 15:00,부산광역시 서구 암남동,중부소방서/충무119안전센터
구급,1차출동,2018-07-07 12:15,부산광역시 서구 암남동,중부소방서/충무119안전센터
구급,1차출동,2018-07-05 11:10,부산광역시 서구 암남동,중부소방서/충무119안전센터
구급,1차출동,2018-07-05 9:30,부산광역시 서구 암남동,중부소방서/충무119안전센터
구조,1차출동,2018-07-30 12:55,부산광역시 해운대구 우동,해운대소방서/우동119안전센터
구조,1차출동,2018-07-30 12:16,부산광역시 해운대구 우동,해운대소방서/우동119안전센터
구급,1차출동,2018-07-30 20:40,부산광역시 해운대구 우동,해운대소방서/우동119안전센터
구급,1차출동,2018-07-30 19:55,부산광역시 해운대구 우동,해운대소방서/우동119안전센터
구급,1차출동,2018-07-30 16:20,부산광역시 해운대구 우동,해운대소방서/우동119안전센터
구급,1차출동,2018-07-31 23:59,부산광역시 금정구 부곡동,금정소방서/부곡119안전센터
구급,1차출동,2018-07-31 23:53,부산광역시 기장군 정관읍 달산리,기장소방서/정관119안전센터
기타,1차출동,2018-07-31 23:53,부산광역시 금정구 장전동,금정소방서/부곡119안전센터
구급,1차출동,2018-07-31 23:42,부산광역시 북구 구포동,북부소방서/모라119안전센터
구급,1차출동,2018-07-31 23:38,부산광역시 해운대구 반여동,해운대소방서/반여119안전센터
구급,1차출동,2018-07-31 23:37,부산광역시 기장군 정관읍 모전리,기장소방서/정관119안전센터
구급,1차출동,2018-07-31 23:31,부산광역시 수영구 남천동,남부소방서/대연119안전센터
구조,1차출동,2018-07-31 23:26,부산광역시 중구 대청동4가,중부소방서/중앙119안전센터
구급,1차출동,2018-07-31 23:26,부산광역시 해운대구 중동,해운대소방서/중동119안전센터
구조,1차출동,2018-07-31 23:25,부산광역시 북구 만덕동,북부소방서/만덕119안전센터
구급,1차출동,2018-07-31 23:23,부산광역시 해운대구 중동,해운대소방서/중동119안전센터
구급,1차출동,2018-07-31 23:22,부산광역시 동구 초량동,중부소방서/초량119안전센터
구급,1차출동,2018-07-31 23:22,부산광역시 영도구 대교동2가,항만소방서/영선119안전센터
구조,1차출동,2018-07-31 23:19,부산광역시 사하구 다대동,사하소방서/다대119안전센터
구급,1차출동,2018-07-31 23:08,부산광역시 영도구 동삼동,항만소방서/동삼119안전센터
구급,1차출동,2018-07-31 23:03,부산광역시 강서구 명지동,강서소방서/신호119안전센터
구급,1차출동,2018-07-31 22:56,부산광역시 남구 대연동,남부소방서/대연119안전센터
구급,1차출동,2018-07-31 22:42,부산광역시 중구 보수동1가,중부소방서/부민119안전센터
구급,1차출동,2018-07-31 22:42,부산광역시 연제구 연산동,동래소방서/연산119안전센터
구급,1차출동,2018-07-31 22:40,부산광역시 부산진구 부암동,부산진소방서/당감119안전센터
구조,1차출동,2018-07-31 22:32,부산광역시 동구 범일동,부산진소방서/범일119안전센터
구급,1차출동,2018-07-31 22:29,부산광역시 동래구 온천동,동래소방서/온천119안전센터
구급,1차출동,2018-07-31 22:28,부산광역시 부산진구 연지동,부산진소방서/부암119안전센터
구급,1차출동,2018-07-31 22:27,부산광역시 동구 수정동,부산진소방서/수정119안전센터
구급,1차출동,2018-07-31 22:22,부산광역시 부산진구 부암동,부산진소방서/당감119안전센터
구급,1차출동,2018-07-31 22:21,부산광역시 해운대구 반송동,금정소방서/반송119안전센터
구급,1차출동,2018-07-31 22:14,부산광역시 수영구 민락동,남부소방서/광안119안전센터
구조,1차출동,2018-07-31 22:10,부산광역시 북구 구포동,북부소방서/구포119안전센터
구급,1차출동,2018-07-31 22:09,부산광역시 서구 아미동2가,중부소방서/부민119안전센터
구조,1차출동,2018-07-31 22:06,부산광역시 남구 문현동,부산진소방서/범일119안전센터
구급,1차출동,2018-07-31 22:06,부산광역시 부산진구 개금동,부산진소방서/가야119안전센터
구조,1차출동,2018-07-31 22:04,부산광역시 해운대구 중동,해운대소방서/중동119안전센터
구급,1차출동,2018-07-31 22:03,부산광역시 기장군 기장읍 대변리,기장소방서/기장119안전센터
구급,1차출동,2018-07-31 22:02,부산광역시 금정구 구서동,금정소방서/남산119안전센터
구급,1차출동,2018-07-31 21:51,부산광역시 강서구 신호동,강서소방서/신호119안전센터
화재,1차출동,2018-07-31 21:49,부산광역시 해운대구 반송동,금정소방서/반송119안전센터
화재,1차출동,2018-07-31 21:41,부산광역시 강서구 명지동,강서소방서/신호119안전센터
구급,1차출동,2018-07-31 21:39,부산광역시 동구 수정동,부산진소방서/수정119안전센터
구급,1차출동,2018-07-31 21:36,부산광역시 동구 초량동,항만소방서/부두119안전센터
구급,1차출동,2018-07-31 21:34,부산광역시 북구 구포동,북부소방서/구포119안전센터
구급,1차출동,2018-07-31 21:31,부산광역시 연제구 연산동,동래소방서/양정119안전센터
구조,1차출동,2018-07-31 21:27,부산광역시 금정구 장전동,금정소방서/부곡119안전센터
구급,1차출동,2018-07-31 21:21,부산광역시 수영구 광안동,남부소방서/광안119안전센터
구급,1차출동,2018-07-31 21:19,부산광역시 사하구 다대동,사하소방서/다대119안전센터
구급,1차출동,2018-07-31 21:16,부산광역시 북구 금곡동,북부소방서/금곡119안전센터
구급,1차출동,2018-07-31 21:15,부산광역시 기장군 기장읍 청강리,기장소방서/기장119안전센터
구급,1차출동,2018-07-31 21:15,부산광역시 부산진구 양정동,동래소방서/양정119안전센터
구급,1차출동,2018-07-31 21:14,부산광역시 중구 부평동1가,중부소방서/창선119안전센터
구급,1차출동,2018-07-31 21:13,부산광역시 금정구 장전동,금정소방서/부곡119안전센터
구급,1차출동,2018-07-31 21:12,부산광역시 영도구 동삼동,항만소방서/동삼119안전센터
구급,1차출동,2018-07-31 21:07,부산광역시 기장군 장안읍 장안리,기장소방서/장안119안전센터
구급,1차출동,2018-07-31 21:05,부산광역시 중구 남포동6가,중부소방서/충무119안전센터
구급,1차출동,2018-07-31 21:04,부산광역시 동구 초량동,중부소방서/초량119안전센터
구급,1차출동,2018-07-31 21:00,부산광역시 남구 용호동,남부소방서/용당119안전센터
구급,1차출동,2018-07-31 20:56,부산광역시 사상구 감전동,북부소방서/감전119안전센터
구급,1차출동,2018-07-31 20:54,부산광역시 남구 용호동,남부소방서/용당119안전센터
구급,1차출동,2018-07-31 20:52,부산광역시 부산진구 개금동,부산진소방서/당감119안전센터
구급,1차출동,2018-07-31 20:52,부산광역시 사상구 괘법동,중부소방서/중앙119안전센터
구급,1차출동,2018-07-31 20:48,부산광역시 수영구 민락동,남부소방서/광안119안전센터
구급,1차출동,2018-07-31 20:48,부산광역시 강서구 대저2동,강서소방서/대저119안전센터
구급,1차출동,2018-07-31 20:48,부산광역시 해운대구 중동,해운대소방서/중동119안전센터
구조,1차출동,2018-07-31 20:42,부산광역시 금정구 장전동,금정소방서/부곡119안전센터
구급,1차출동,2018-07-31 20:40,부산광역시 수영구 광안동,남부소방서/광안119안전센터
구급,1차출동,2018-07-31 20:35,부산광역시 금정구 서동,금정소방서/서동119안전센터
기타,1차출동,2018-07-31 20:30,부산광역시 해운대구 우동,해운대소방서/우동119안전센터
구급,1차출동,2018-07-31 20:26,부산광역시 금정구 서동,금정소방서/서동119안전센터
구급,1차출동,2018-07-31 20:26,부산광역시 금정구 부곡동,동래소방서/온천119안전센터
구급,1차출동,2018-07-31 20:25,부산광역시 동래구 온천동,동래소방서/온천119안전센터
구급,1차출동,2018-07-31 19:50,부산광역시 해운대구 송정동,기장소방서/송정119안전센터
구급,1차출동,2018-07-31 20:22,부산광역시 북구 만덕동,북부소방서/만덕119안전센터
구급,1차출동,2018-07-31 18:45,부산광역시 해운대구 송정동,기장소방서/송정119안전센터
구급,1차출동,2018-07-31 20:21,부산광역시 수영구 광안동,남부소방서/광안119안전센터
구급,1차출동,2018-07-31 20:20,부산광역시 중구 영주동,중부소방서/중앙119안전센터
구급,1차출동,2018-07-31 20:18,부산광역시 해운대구 우동,해운대소방서/우동119안전센터
구급,1차출동,2018-07-31 20:13,부산광역시 기장군 정관읍 달산리,기장소방서/정관119안전센터
구급,1차출동,2018-07-31 20:12,부산광역시 북구 구포동,북부소방서/모라119안전센터
구급,1차출동,2018-07-31 20:09,부산광역시 해운대구 좌동,해운대소방서/좌동119안전센터
구조,1차출동,2018-07-31 20:08,부산광역시 동래구 온천동,동래소방서/온천119안전센터
구급,1차출동,2018-07-31 20:04,부산광역시 부산진구 범천동,부산진소방서/범일119안전센터
구급,1차출동,2018-07-31 20:03,부산광역시 부산진구 부전동,부산진소방서/부전119안전센터
구조,1차출동,2018-07-31 19:55,부산광역시 중구 동광동3가,중부소방서/중앙119안전센터
구급,1차출동,2018-07-31 19:51,부산광역시 해운대구 우동,해운대소방서/우동119안전센터
기타,1차출동,2018-07-31 19:50,부산광역시 연제구 연산동,동래소방서/양정119안전센터
구조,1차출동,2018-07-31 19:48,부산광역시 강서구 식만동,강서소방서/강동119안전센터
구급,1차출동,2018-07-31 19:45,부산광역시 부산진구 부전동,부산진소방서/부전119안전센터
구급,1차출동,2018-07-31 19:44,부산광역시 부산진구 당감동,부산진소방서/당감119안전센터
구급,1차출동,2018-07-31 19:44,부산광역시 금정구 남산동,금정소방서/남산119안전센터
구급,1차출동,2018-07-31 19:43,부산광역시 영도구 청학동,항만소방서/청학119안전센터
구급,1차출동,2018-07-31 19:42,부산광역시 해운대구 우동,해운대소방서/센텀119안전센터
구조,1차출동,2018-07-31 19:40,부산광역시 부산진구 개금동,부산진소방서/당감119안전센터
구급,1차출동,2018-07-31 19:37,부산광역시 동래구 안락동,동래소방서/연산119안전센터
구조,1차출동,2018-07-31 19:32,부산광역시 영도구 영선동3가,항만소방서/영선119안전센터
구조,1차출동,2018-07-31 19:32,부산광역시 사하구 다대동,사하소방서/다대119안전센터
구급,1차출동,2018-07-31 15:47,부산광역시 기장군 장안읍 임랑리,기장소방서/정관119안전센터
구급,1차출동,2018-07-31 19:32,부산광역시 연제구 연산동,동래소방서/양정119안전센터
구조,1차출동,2018-07-31 19:30,부산광역시 영도구 대교동2가,항만소방서/영선119안전센터
구급,1차출동,2018-07-31 19:30,부산광역시 기장군 기장읍 청강리,기장소방서/기장119안전센터
구급,1차출동,2018-07-31 19:29,부산광역시 영도구 동삼동,항만소방서/동삼119안전센터
기타,1차출동,2018-07-31 19:28,부산광역시 동래구 명장동,동래소방서/수안119안전센터
