종별,재난규모,접수시각,재난지점,관할서/관할구역
구조,1차출동,2019-02-28 23:55,부산광역시 북구 화명동,북부소방서/화명119안전센터
구급,1차출동,2019-02-28 23:54,부산광역시 북구 구포동,북부소방서/구포119안전센터
구급,1차출동,2019-02-28 23:49,부산광역시 연제구 거제동,동래소방서/사직119안전센터
구급,1차출동,2019-02-28 23:45,부산광역시 사상구 덕포동,북부소방서/삼락119안전센터
구급,1차출동,2019-02-28 23:45,부산광역시 부산진구 전포동,부산진소방서/부전119안전센터
구급,1차출동,2019-02-28 23:43,부산광역시 영도구 동삼동,항만소방서/동삼119안전센터
구급,1차출동,2019-02-28 23:39,부산광역시 사상구 모라동,북부소방서/모라119안전센터
구급,1차출동,2019-02-28 23:34,부산광역시 사하구 괴정동,사하소방서/괴정119안전센터
구급,1차출동,2019-02-28 23:34,부산광역시 사상구 모라동,북부소방서/모라119안전센터
구급,1차출동,2019-02-28 23:34,부산광역시 남구 용호동,남부소방서/용당119안전센터
구급,1차출동,2019-02-28 23:31,부산광역시 기장군 기장읍 교리,기장소방서/기장119안전센터
구급,1차출동,2019-02-28 23:28,부산광역시 사하구 하단동,사하소방서/하단119안전센터
구급,1차출동,2019-02-28 23:22,부산광역시 동래구 명륜동,동래소방서/수안119안전센터
구급,1차출동,2019-02-28 23:12,부산광역시 사상구 모라동,북부소방서/모라119안전센터
구급,1차출동,2019-02-28 23:12,부산광역시 사하구 다대동,사하소방서/다대119안전센터
구급,1차출동,2019-02-28 23:02,부산광역시 해운대구 좌동,해운대소방서/좌동119안전센터
구급,1차출동,2019-02-28 23:01,부산광역시 사하구 당리동,사하소방서/하단119안전센터
구급,1차출동,2019-02-28 23:00,부산광역시 동래구 온천동,동래소방서/온천119안전센터
구급,1차출동,2019-02-28 22:58,부산광역시 북구 구포동,북부소방서/모라119안전센터
구급,1차출동,2019-02-28 22:56,부산광역시 연제구 연산동,동래소방서/양정119안전센터
구조,1차출동,2019-02-28 22:54,부산광역시 부산진구 연지동,부산진소방서/부암119안전센터
기타,1차출동,2019-02-28 22:53,부산광역시 해운대구 우동,해운대소방서/우동119안전센터
구급,1차출동,2019-02-28 22:52,부산광역시 북구 구포동,북부소방서/모라119안전센터
구급,1차출동,2019-02-28 22:49,부산광역시 해운대구 좌동,해운대소방서/좌동119안전센터
구급,1차출동,2019-02-28 22:47,부산광역시 금정구 부곡동,금정소방서/부곡119안전센터
구급,1차출동,2019-02-28 22:45,부산광역시 부산진구 범천동,부산진소방서/범일119안전센터
구급,1차출동,2019-02-28 22:34,부산광역시 해운대구 재송동,해운대소방서/반여119안전센터
구급,1차출동,2019-02-28 22:33,부산광역시 북구 화명동,북부소방서/화명119안전센터
구급,1차출동,2019-02-28 22:33,부산광역시 강서구 신호동,강서소방서/신호119안전센터
구급,1차출동,2019-02-28 22:22,부산광역시 해운대구 반송동,금정소방서/반송119안전센터
기타,1차출동,2019-02-28 22:20,부산광역시 남구 대연동,남부소방서/대연119안전센터
구급,1차출동,2019-02-28 22:19,부산광역시 남구 용호동,남부소방서/용당119안전센터
구급,1차출동,2019-02-28 22:09,부산광역시 해운대구 좌동,해운대소방서/좌동119안전센터
구조,1차출동,2019-02-28 22:03,부산광역시 서구 암남동,중부소방서/충무119안전센터
구급,1차출동,2019-02-28 22:00,부산광역시 남구 대연동,남부소방서/감만119안전센터
구급,1차출동,2019-02-28 22:00,부산광역시 중구 영주동,중부소방서/중앙119안전센터
구급,1차출동,2019-02-28 21:57,부산광역시 서구 동대신동3가,중부소방서/부민119안전센터
구급,1차출동,2019-02-28 21:53,부산광역시 북구 화명동,북부소방서/화명119안전센터
구급,1차출동,2019-02-28 21:53,부산광역시 사하구 다대동,사하소방서/다대119안전센터
구급,1차출동,2019-02-28 21:52,부산광역시 남구 대연동,남부소방서/대연119안전센터
