종별,재난규모,접수시각,재난지점,관할서/관할구역
구급,1차출동,2019-10-31 23:58,부산광역시 수영구 광안동,남부소방서/광안119안전센터
구조,1차출동,2019-10-31 23:55,부산광역시 중구 보수동1가,중부소방서/부민119안전센터
화재,1차출동,2019-10-31 23:50,부산광역시 강서구 대저1동,강서소방서/대저119안전센터
구조,1차출동,2019-10-31 23:47,부산광역시 금정구 남산동,금정소방서/남산119안전센터
구급,1차출동,2019-10-31 23:44,부산광역시 해운대구 중동,해운대소방서/중동119안전센터
구급,1차출동,2019-10-31 23:37,부산광역시 연제구 연산동,동래소방서/연산119안전센터
구급,1차출동,2019-10-31 23:35,부산광역시 부산진구 부전동,부산진소방서/부전119안전센터
구조,1차출동,2019-10-31 23:32,부산광역시 사하구 하단동,사하소방서/하단119안전센터
기타,1차출동,2019-10-31 23:28,부산광역시 부산진구 부전동,부산진소방서/부전119안전센터
구급,1차출동,2019-10-31 23:20,부산광역시 동구 초량동,중부소방서/초량119안전센터
구조,1차출동,2019-10-31 23:20,부산광역시 부산진구 양정동,동래소방서/양정119안전센터
구급,1차출동,2019-10-31 23:19,부산광역시 해운대구 우동,해운대소방서/우동119안전센터
구조,1차출동,2019-10-31 23:17,부산광역시 사하구 구평동,사하소방서/신평119안전센터
구급,1차출동,2019-10-31 23:12,부산광역시 수영구 남천동,남부소방서/대연119안전센터
구급,1차출동,2019-10-31 23:12,부산광역시 해운대구 반송동,금정소방서/반송119안전센터
구급,1차출동,2019-10-31 23:09,부산광역시 사하구 감천동,사하소방서/감천119안전센터
구급,1차출동,2019-10-31 23:08,부산광역시 강서구 화전동,강서소방서/녹산119안전센터
구급,1차출동,2019-10-31 23:04,부산광역시 남구 대연동,남부소방서/대연119안전센터
구급,1차출동,2019-10-31 23:02,부산광역시 동래구 안락동,동래소방서/연산119안전센터
구급,1차출동,2019-10-31 23:01,부산광역시 남구 용당동,남부소방서/용당119안전센터
구조,1차출동,2019-10-31 22:58,부산광역시 해운대구 우동,해운대소방서/우동119안전센터
구급,1차출동,2019-10-31 22:57,부산광역시 사상구 덕포동,북부소방서/삼락119안전센터
구급,1차출동,2019-10-31 22:55,부산광역시 부산진구 가야동,부산진소방서/가야119안전센터
구급,1차출동,2019-10-31 22:52,부산광역시 기장군 기장읍 교리,기장소방서/기장119안전센터
구급,1차출동,2019-10-31 22:52,부산광역시 부산진구 전포동,부산진소방서/부전119안전센터
구급,1차출동,2019-10-31 22:51,부산광역시 영도구 청학동,항만소방서/청학119안전센터
구급,1차출동,2019-10-31 22:46,부산광역시 남구 대연동,남부소방서/대연119안전센터
구급,1차출동,2019-10-31 22:36,부산광역시 영도구 청학동,항만소방서/청학119안전센터
기타,1차출동,2019-10-31 22:35,부산광역시 연제구 연산동,동래소방서/연산119안전센터
구조,1차출동,2019-10-31 22:34,부산광역시 연제구 연산동,동래소방서/연산119안전센터
구급,1차출동,2019-10-31 22:31,부산광역시 해운대구 중동,해운대소방서/중동119안전센터
구급,1차출동,2019-10-31 22:21,부산광역시 수영구 수영동,남부소방서/망미119안전센터
구급,1차출동,2019-10-31 22:19,부산광역시 동래구 사직동,동래소방서/사직119안전센터
구급,1차출동,2019-10-31 22:18,부산광역시 부산진구 양정동,동래소방서/양정119안전센터
구조,1차출동,2019-10-31 22:16,부산광역시 강서구 명지동,강서소방서/신호119안전센터
구급,1차출동,2019-10-31 22:14,부산광역시 남구 문현동,부산진소방서/범일119안전센터
구급,1차출동,2019-10-31 22:10,부산광역시 서구 부용동1가,중부소방서/부민119안전센터
구급,1차출동,2019-10-31 22:07,부산광역시 사상구 감전동,북부소방서/감전119안전센터
구급,1차출동,2019-10-31 22:04,부산광역시 남구 대연동,남부소방서/대연119안전센터
구급,1차출동,2019-10-31 22:04,부산광역시 강서구 명지동,강서소방서/신호119안전센터
구급,1차출동,2019-10-31 22:03,부산광역시 북구 덕천동,북부소방서/구포119안전센터
구급,1차출동,2019-10-31 21:58,부산광역시 부산진구 부전동,부산진소방서/부전119안전센터
구급,1차출동,2019-10-31 21:56,부산광역시 남구 용호동,남부소방서/용당119안전센터
구급,1차출동,2019-10-31 21:52,부산광역시 동구 수정동,부산진소방서/수정119안전센터
구급,1차출동,2019-10-31 21:49,부산광역시 남구 용호동,남부소방서/용당119안전센터
구급,1차출동,2019-10-31 21:44,부산광역시 해운대구 반여동,해운대소방서/반여119안전센터
구급,1차출동,2019-10-31 21:41,부산광역시 동구 범일동,부산진소방서/범일119안전센터
구급,1차출동,2019-10-31 21:40,부산광역시 해운대구 반송동,금정소방서/반송119안전센터
구조,1차출동,2019-10-31 21:39,부산광역시 사상구 모라동,북부소방서/모라119안전센터
구급,1차출동,2019-10-31 21:39,부산광역시 금정구 구서동,금정소방서/부곡119안전센터
구급,1차출동,2019-10-31 21:38,부산광역시 금정구 장전동,금정소방서/부곡119안전센터
구조,1차출동,2019-10-31 21:36,부산광역시 사상구 주례동,북부소방서/주례119안전센터
구조,1차출동,2019-10-31 21:33,부산광역시 동구 초량동,중부소방서/초량119안전센터
구급,1차출동,2019-10-31 21:31,부산광역시 남구 문현동,부산진소방서/범일119안전센터
구급,1차출동,2019-10-31 21:31,부산광역시 남구 문현동,부산진소방서/범일119안전센터
구급,1차출동,2019-10-31 21:28,부산광역시 동구 범일동,부산진소방서/범일119안전센터
구조,1차출동,2019-10-31 21:25,부산광역시 사상구 주례동,북부소방서/주례119안전센터
구급,1차출동,2019-10-31 21:22,부산광역시 남구 감만동,남부소방서/감만119안전센터
구급,1차출동,2019-10-31 21:13,부산광역시 부산진구 전포동,부산진소방서/부전119안전센터
구급,1차출동,2019-10-31 21:13,부산광역시 동구 좌천동,부산진소방서/수정119안전센터
구급,1차출동,2019-10-31 21:07,부산광역시 부산진구 부전동,부산진소방서/부전119안전센터
구급,1차출동,2019-10-31 21:06,부산광역시 북구 금곡동,북부소방서/금곡119안전센터
구급,1차출동,2019-10-31 21:05,부산광역시 금정구 남산동,금정소방서/남산119안전센터
구급,1차출동,2019-10-31 21:02,부산광역시 부산진구 양정동,동래소방서/양정119안전센터
구급,1차출동,2019-10-31 20:59,부산광역시 해운대구 좌동,해운대소방서/좌동119안전센터
구급,1차출동,2019-10-31 20:57,부산광역시 중구 부평동1가,중부소방서/창선119안전센터
구급,1차출동,2019-10-31 20:56,부산광역시 연제구 거제동,동래소방서/사직119안전센터
구급,1차출동,2019-10-31 20:55,부산광역시 사하구 감천동,사하소방서/감천119안전센터
구급,1차출동,2019-10-31 20:54,부산광역시 금정구 장전동,금정소방서/부곡119안전센터
구급,1차출동,2019-10-31 20:54,부산광역시 사상구 모라동,북부소방서/모라119안전센터
구급,1차출동,2019-10-31 20:54,부산광역시 사하구 다대동,사하소방서/다대119안전센터
구급,1차출동,2019-10-31 20:51,부산광역시 해운대구 좌동,해운대소방서/좌동119안전센터
구급,1차출동,2019-10-31 20:46,부산광역시 동구 초량동,중부소방서/초량119안전센터
구급,1차출동,2019-10-31 20:43,부산광역시 연제구 연산동,동래소방서/연산119안전센터
구급,1차출동,2019-10-31 20:42,부산광역시 서구 충무동1가,중부소방서/충무119안전센터
구급,1차출동,2019-10-31 20:41,부산광역시 수영구 광안동,남부소방서/광안119안전센터
구급,1차출동,2019-10-31 20:39,부산광역시 사하구 다대동,사하소방서/다대119안전센터
구급,1차출동,2019-10-31 20:36,부산광역시 기장군 장안읍 용소리,기장소방서/장안119안전센터
구급,1차출동,2019-10-31 20:36,부산광역시 사하구 다대동,사하소방서/다대119안전센터
구급,1차출동,2019-10-31 20:34,부산광역시 영도구 동삼동,항만소방서/동삼119안전센터
구급,1차출동,2019-10-31 20:33,부산광역시 북구 구포동,북부소방서/구포119안전센터
기타,1차출동,2019-10-31 20:30,부산광역시 부산진구 초읍동,부산진소방서/부암119안전센터
구급,1차출동,2019-10-31 20:29,부산광역시 사하구 장림동,사하소방서/신평119안전센터
구급,1차출동,2019-10-31 20:29,부산광역시 사하구 장림동,사하소방서/신평119안전센터
구급,1차출동,2019-10-31 20:29,부산광역시 서구 서대신동3가,중부소방서/부민119안전센터
구급,1차출동,2019-10-31 20:25,부산광역시 중구 영주동,중부소방서/중앙119안전센터
구급,1차출동,2019-10-31 20:22,부산광역시 영도구 동삼동,항만소방서/동삼119안전센터
구급,1차출동,2019-10-31 20:21,부산광역시 영도구 동삼동,항만소방서/동삼119안전센터
구급,1차출동,2019-10-31 20:16,부산광역시 동구 초량동,중부소방서/초량119안전센터
구급,1차출동,2019-10-31 20:15,부산광역시 영도구 청학동,항만소방서/청학119안전센터
구조,1차출동,2019-10-31 20:13,부산광역시 부산진구 당감동,부산진소방서/당감119안전센터
구급,1차출동,2019-10-31 20:10,부산광역시 연제구 연산동,동래소방서/연산119안전센터
구급,1차출동,2019-10-31 20:10,부산광역시 수영구 광안동,남부소방서/광안119안전센터
구급,1차출동,2019-10-31 20:09,부산광역시 강서구 명지동,강서소방서/신호119안전센터
구급,1차출동,2019-10-31 20:03,부산광역시 서구 동대신동2가,중부소방서/부민119안전센터
구급,1차출동,2019-10-31 20:03,부산광역시 사하구 당리동,사하소방서/하단119안전센터
구급,1차출동,2019-10-31 20:03,부산광역시 사상구 괘법동,북부소방서/삼락119안전센터
구조,1차출동,2019-10-31 20:00,부산광역시 사하구 감천동,사하소방서/감천119안전센터
구급,1차출동,2019-10-31 20:00,부산광역시 부산진구 범천동,부산진소방서/범일119안전센터
구급,1차출동,2019-10-31 20:00,부산광역시 부산진구 부전동,부산진소방서/부전119안전센터
구급,1차출동,2019-10-31 19:56,부산광역시 남구 대연동,남부소방서/대연119안전센터
구급,1차출동,2019-10-31 19:55,부산광역시 해운대구 좌동,해운대소방서/좌동119안전센터
구급,1차출동,2019-10-31 19:50,부산광역시 동구 좌천동,부산진소방서/수정119안전센터
구급,1차출동,2019-10-31 19:48,부산광역시 사상구 엄궁동,북부소방서/학장119안전센터
구급,1차출동,2019-10-31 19:42,부산광역시 금정구 장전동,금정소방서/부곡119안전센터
구급,1차출동,2019-10-31 19:39,부산광역시 부산진구 범전동,부산진소방서/부전119안전센터
구조,1차출동,2019-10-31 19:37,부산광역시 남구 감만동,남부소방서/감만119안전센터
구급,1차출동,2019-10-31 19:36,부산광역시 부산진구 가야동,부산진소방서/가야119안전센터
구급,1차출동,2019-10-31 19:33,부산광역시 사하구 당리동,사하소방서/하단119안전센터
구급,1차출동,2019-10-31 19:32,부산광역시 사하구 감천동,사하소방서/감천119안전센터
구급,1차출동,2019-10-31 19:32,부산광역시 수영구 망미동,남부소방서/망미119안전센터
구급,1차출동,2019-10-31 19:31,부산광역시 금정구 구서동,금정소방서/부곡119안전센터
구급,1차출동,2019-10-31 19:31,부산광역시 금정구 서동,금정소방서/서동119안전센터
구급,1차출동,2019-10-31 19:27,부산광역시 강서구 신호동,강서소방서/신호119안전센터
구급,1차출동,2019-10-31 19:22,부산광역시 부산진구 양정동,동래소방서/양정119안전센터
구급,1차출동,2019-10-31 19:22,부산광역시 동래구 명륜동,동래소방서/수안119안전센터
구급,1차출동,2019-10-31 19:17,부산광역시 동래구 온천동,동래소방서/온천119안전센터
구급,1차출동,2019-10-31 19:16,부산광역시 강서구 명지동,강서소방서/신호119안전센터
기타,1차출동,2019-10-31 19:15,부산광역시 북구 덕천동,북부소방서/구포119안전센터
기타,1차출동,2019-10-31 19:14,부산광역시 해운대구 우동,해운대소방서/우동119안전센터
구급,1차출동,2019-10-31 19:04,부산광역시 부산진구 범천동,부산진소방서/범일119안전센터
구급,1차출동,2019-10-31 19:03,부산광역시 중구 보수동1가,중부소방서/부민119안전센터
구급,1차출동,2019-10-31 18:59,부산광역시 해운대구 반여동,해운대소방서/반여119안전센터
구급,1차출동,2019-10-31 18:54,부산광역시 사하구 괴정동,사하소방서/괴정119안전센터
구급,1차출동,2019-10-31 18:50,부산광역시 북구 덕천동,북부소방서/구포119안전센터
기타,1차출동,2019-10-31 18:48,부산광역시 수영구 망미동,남부소방서/망미119안전센터
