종별,재난규모,접수시각,재난지점,관할서/관할구역
구급,1차출동,2021-04-30 23:56,부산광역시 북구 금곡동,북부소방서/금곡119안전센터
구급,1차출동,2021-04-30 23:56,부산광역시 연제구 연산동,동래소방서/연산119안전센터
구급,1차출동,2021-04-30 23:55,부산광역시 사하구 하단동,사하소방서/하단119안전센터
구급,1차출동,2021-04-30 23:55,부산광역시 남구 대연동,남부소방서/대연119안전센터
구조,1차출동,2021-04-30 23:52,부산광역시 사하구 하단동,사하소방서/하단119안전센터
구급,1차출동,2021-04-30 23:50,부산광역시 부산진구 전포동,부산진소방서/부전119안전센터
구급,1차출동,2021-04-30 23:49,부산광역시 수영구 남천동,남부소방서/대연119안전센터
구급,1차출동,2021-04-30 23:40,부산광역시 수영구 광안동,남부소방서/광안119안전센터
구급,1차출동,2021-04-30 23:39,부산광역시 해운대구 송정동,기장소방서/송정119안전센터
구급,1차출동,2021-04-30 23:33,부산광역시 부산진구 부전동,부산진소방서/부전119안전센터
구급,1차출동,2021-04-30 23:32,부산광역시 중구 동광동3가,중부소방서/중앙119안전센터
구급,1차출동,2021-04-30 23:31,부산광역시 연제구 연산동,동래소방서/연산119안전센터
구급,1차출동,2021-04-30 23:28,부산광역시 사하구 감천동,사하소방서/감천119안전센터
구급,1차출동,2021-04-30 23:27,부산광역시 사상구 모라동,북부소방서/모라119안전센터
구급,1차출동,2021-04-30 23:23,부산광역시 부산진구 범천동,부산진소방서/범일119안전센터
구급,1차출동,2021-04-30 23:20,부산광역시 남구 문현동,부산진소방서/범일119안전센터
구급,1차출동,2021-04-30 23:18,부산광역시 기장군 기장읍 동부리,기장소방서/기장119안전센터
구급,1차출동,2021-04-30 23:14,부산광역시 동구 초량동,중부소방서/초량119안전센터
기타,1차출동,2021-04-30 23:12,부산광역시 남구 문현동,부산진소방서/범일119안전센터
구급,1차출동,2021-04-30 23:06,부산광역시 부산진구 개금동,부산진소방서/가야119안전센터
구급,1차출동,2021-04-30 23:04,부산광역시 수영구 광안동,남부소방서/광안119안전센터
구급,1차출동,2021-04-30 23:03,부산광역시 사상구 덕포동,북부소방서/삼락119안전센터
구급,1차출동,2021-04-30 23:03,부산광역시 동래구 수안동,동래소방서/수안119안전센터
구급,1차출동,2021-04-30 23:01,부산광역시 사하구 다대동,사하소방서/다대119안전센터
구급,1차출동,2021-04-30 23:01,부산광역시 기장군 장안읍 길천리,기장소방서/장안119안전센터
구조,1차출동,2021-04-30 22:57,부산광역시 강서구 명지동,강서소방서/신호119안전센터
구급,1차출동,2021-04-30 22:55,부산광역시 북구 구포동,북부소방서/구포119안전센터
구급,1차출동,2021-04-30 22:54,부산광역시 사상구 주례동,북부소방서/주례119안전센터
구급,1차출동,2021-04-30 22:53,부산광역시 동구 범일동,부산진소방서/범일119안전센터
구급,1차출동,2021-04-30 22:53,부산광역시 북구 구포동,북부소방서/구포119안전센터
구급,1차출동,2021-04-30 22:50,부산광역시 수영구 광안동,남부소방서/광안119안전센터
기타,1차출동,2021-04-30 22:48,부산광역시 금정구 장전동,금정소방서/부곡119안전센터
구급,1차출동,2021-04-30 22:43,부산광역시 영도구 남항동1가,항만소방서/영선119안전센터
구급,1차출동,2021-04-30 22:40,부산광역시 사하구 하단동,사하소방서/하단119안전센터
