종별,재난규모,접수시각,재난지점,관할서/관할구역
구조,1차출동,2022-06-22 09:49,부산광역시 동구 수정동,부산진소방서/안창119안전센터
구급,1차출동,2022-06-22 09:48,부산광역시 영도구 신선동2가,항만소방서/영선119안전센터
기타,1차출동,2022-06-22 09:42,부산광역시 금정구 부곡동,금정소방서/부곡119안전센터
구급,1차출동,2022-06-22 09:42,부산광역시 북구 금곡동,북부소방서/금곡119안전센터
구급,1차출동,2022-06-22 09:40,부산광역시 동래구 온천동,동래소방서/온천119안전센터
구조,1차출동,2022-06-22 09:40,부산광역시 동래구 온천동,동래소방서/온천119안전센터
구급,1차출동,2022-06-22 09:39,부산광역시 금정구 구서동,금정소방서/남산119안전센터
구급,1차출동,2022-06-22 09:38,부산광역시 수영구 광안동,남부소방서/광안119안전센터
구급,1차출동,2022-06-22 09:37,부산광역시 연제구 연산동,동래소방서/양정119안전센터
구급,1차출동,2022-06-22 09:35,부산광역시 사상구 괘법동,북부소방서/삼락119안전센터
구급,1차출동,2022-06-22 09:31,부산광역시 사하구 다대동,사하소방서/다대119안전센터
구급,1차출동,2022-06-22 09:31,부산광역시 연제구 연산동,동래소방서/연산119안전센터
구급,1차출동,2022-06-22 09:30,부산광역시 동구 좌천동,부산진소방서/수정119안전센터
화재,1차출동,2022-06-22 09:30,부산광역시 서구 암남동,중부소방서/충무119안전센터
구급,1차출동,2022-06-22 09:25,부산광역시 사하구 다대동,사하소방서/다대119안전센터
구급,1차출동,2022-06-22 09:24,부산광역시 사하구 구평동,사하소방서/신평119안전센터
구급,1차출동,2022-06-22 09:21,부산광역시 강서구 명지동,강서소방서/신호119안전센터
구조,1차출동,2022-06-22 09:18,부산광역시 해운대구 우동,해운대소방서/우동119안전센터
구급,1차출동,2022-06-22 09:17,부산광역시 남구 문현동,부산진소방서/범일119안전센터
기타,1차출동,2022-06-22 09:14,부산광역시 부산진구 범천동,부산진소방서/범일119안전센터
구급,1차출동,2022-06-22 09:14,부산광역시 부산진구 당감동,부산진소방서/당감119안전센터
구급,1차출동,2022-06-22 09:13,부산광역시 영도구 동삼동,항만소방서/동삼119안전센터
