종별,재난규모,접수시각,재난지점,관할서/관할구역
기타,1차출동,2018-05-31 23:47,부산광역시 연제구 연산동,동래소방서/연산119안전센터
구급,1차출동,2018-05-31 23:47,부산광역시 해운대구 반여동,해운대소방서/반여119안전센터
구급,1차출동,2018-05-31 23:47,부산광역시 중구 영주동,중부소방서/중앙119안전센터
구급,1차출동,2018-05-31 23:44,부산광역시 사하구 괴정동,사하소방서/괴정119안전센터
구급,1차출동,2018-05-31 23:40,부산광역시 사하구 괴정동,사하소방서/괴정119안전센터
구급,1차출동,2018-05-31 23:33,부산광역시 연제구 연산동,동래소방서/연산119안전센터
구급,1차출동,2018-05-31 23:33,부산광역시 동래구 수안동,동래소방서/수안119안전센터
구급,1차출동,2018-05-31 23:32,부산광역시 영도구 대교동2가,항만소방서/영선119안전센터
구급,1차출동,2018-05-31 23:30,부산광역시 해운대구 반여동,해운대소방서/반여119안전센터
구급,1차출동,2018-05-31 23:28,부산광역시 동래구 온천동,동래소방서/온천119안전센터
구급,1차출동,2018-05-31 23:25,부산광역시 북구 구포동,북부소방서/구포119안전센터
구급,1차출동,2018-05-31 23:24,부산광역시 부산진구 전포동,부산진소방서/부전119안전센터
구급,1차출동,2018-05-31 23:20,부산광역시 해운대구 반송동,금정소방서/반송119안전센터
구급,1차출동,2018-05-31 23:19,부산광역시 해운대구 반여동,해운대소방서/반여119안전센터
구급,1차출동,2018-05-31 23:16,부산광역시 사상구 괘법동,북부소방서/삼락119안전센터
구급,1차출동,2018-05-31 23:16,부산광역시 해운대구 재송동,해운대소방서/반여119안전센터
구급,1차출동,2018-05-31 23:12,부산광역시 북구 덕천동,북부소방서/구포119안전센터
구급,1차출동,2018-05-31 23:10,부산광역시 해운대구 좌동,해운대소방서/좌동119안전센터
구급,1차출동,2018-05-31 23:10,부산광역시 남구 용호동,남부소방서/용당119안전센터
구급,1차출동,2018-05-31 23:10,부산광역시 금정구 서동,금정소방서/서동119안전센터
구급,1차출동,2018-05-31 23:05,부산광역시 동래구 사직동,동래소방서/사직119안전센터
구급,1차출동,2018-05-31 23:03,부산광역시 사하구 감천동,사하소방서/감천119안전센터
구급,1차출동,2018-05-31 22:58,부산광역시 수영구 광안동,남부소방서/광안119안전센터
구급,1차출동,2018-05-31 22:57,부산광역시 연제구 연산동,동래소방서/양정119안전센터
구급,1차출동,2018-05-31 22:54,부산광역시 사하구 신평동,사하소방서/신평119안전센터
구급,1차출동,2018-05-31 22:54,부산광역시 북구 금곡동,북부소방서/금곡119안전센터
구급,1차출동,2018-05-31 22:51,부산광역시 사상구 엄궁동,북부소방서/학장119안전센터
구급,1차출동,2018-05-31 22:46,부산광역시 서구 충무동2가,중부소방서/충무119안전센터
구급,1차출동,2018-05-31 22:46,부산광역시 중구 중앙동1가,중부소방서/중앙119안전센터
구급,1차출동,2018-05-31 22:44,부산광역시 동래구 사직동,동래소방서/사직119안전센터
구조,1차출동,2018-05-31 22:30,부산광역시 수영구 민락동,남부소방서/광안119안전센터
구급,1차출동,2018-05-31 22:27,부산광역시 동구 초량동,중부소방서/초량119안전센터
기타,1차출동,2018-05-31 22:27,부산광역시 수영구 광안동,남부소방서/광안119안전센터
구급,1차출동,2018-05-31 22:24,부산광역시 남구 감만동,남부소방서/감만119안전센터
화재,1차출동,2018-05-31 22:21,부산광역시 부산진구 부전동,부산진소방서/부전119안전센터
구조,1차출동,2018-05-31 22:20,부산광역시 금정구 부곡동,금정소방서/부곡119안전센터
구급,1차출동,2018-05-31 22:17,부산광역시 기장군 정관읍 용수리,기장소방서/정관119안전센터
구급,1차출동,2018-05-31 22:16,부산광역시 사하구 신평동,사하소방서/신평119안전센터
구급,1차출동,2018-05-31 22:15,부산광역시 동구 좌천동,부산진소방서/수정119안전센터
구급,1차출동,2018-05-31 22:11,부산광역시 해운대구 반송동,금정소방서/반송119안전센터
구급,1차출동,2018-05-31 22:05,부산광역시 북구 화명동,북부소방서/화명119안전센터
구급,1차출동,2018-05-31 22:01,부산광역시 동래구 온천동,동래소방서/온천119안전센터
구급,1차출동,2018-05-31 22:00,부산광역시 해운대구 우동,해운대소방서/우동119안전센터
구급,1차출동,2018-05-31 21:59,부산광역시 해운대구 반여동,해운대소방서/반여119안전센터
구급,1차출동,2018-05-31 21:57,부산광역시 강서구 신호동,강서소방서/신호119안전센터
화재,1차출동,2018-05-31 21:53,부산광역시 기장군 일광면 문동리,기장소방서/기장119안전센터
구급,1차출동,2018-05-31 21:49,부산광역시 사하구 다대동,사하소방서/다대119안전센터
구급,1차출동,2018-05-31 21:49,부산광역시 기장군 기장읍 교리,기장소방서/기장119안전센터
구급,1차출동,2018-05-31 21:47,부산광역시 북구 금곡동,북부소방서/금곡119안전센터
구급,1차출동,2018-05-31 21:47,부산광역시 부산진구 연지동,부산진소방서/부암119안전센터
구급,1차출동,2018-05-31 21:44,부산광역시 부산진구 연지동,부산진소방서/부암119안전센터
구급,1차출동,2018-05-31 21:44,부산광역시 해운대구 재송동,해운대소방서/반여119안전센터
구급,1차출동,2018-05-31 21:43,부산광역시 사상구 주례동,북부소방서/주례119안전센터
구조,1차출동,2018-05-31 21:42,부산광역시 북구 금곡동,북부소방서/금곡119안전센터
구급,1차출동,2018-05-31 21:42,부산광역시 중구 보수동3가,중부소방서/부민119안전센터
구조,1차출동,2018-05-31 21:41,부산광역시 기장군 기장읍 청강리,기장소방서/기장119안전센터
구급,1차출동,2018-05-31 21:39,부산광역시 사상구 모라동,북부소방서/모라119안전센터
구급,1차출동,2018-05-31 21:38,부산광역시 북구 화명동,북부소방서/화명119안전센터
구급,1차출동,2018-05-31 21:27,부산광역시 서구 아미동2가,중부소방서/부민119안전센터
구급,1차출동,2018-05-31 21:26,부산광역시 영도구 동삼동,항만소방서/동삼119안전센터
구급,1차출동,2018-05-31 21:17,부산광역시 남구 감만동,남부소방서/감만119안전센터
구급,1차출동,2018-05-31 21:17,부산광역시 사하구 하단동,사하소방서/하단119안전센터
구급,1차출동,2018-05-31 21:13,부산광역시 해운대구 반여동,해운대소방서/반여119안전센터
구급,1차출동,2018-05-31 21:11,부산광역시 동구 초량동,중부소방서/초량119안전센터
구조,1차출동,2018-05-31 21:06,부산광역시 북구 금곡동,북부소방서/금곡119안전센터
기타,1차출동,2018-05-31 21:03,부산광역시 사상구 삼락동,북부소방서/삼락119안전센터
구급,1차출동,2018-05-31 21:02,부산광역시 해운대구 반여동,해운대소방서/반여119안전센터
구급,1차출동,2018-05-31 21:02,부산광역시 해운대구 반여동,해운대소방서/반여119안전센터
구급,1차출동,2018-05-31 20:57,부산광역시 동래구 사직동,동래소방서/사직119안전센터
구급,1차출동,2018-05-31 20:50,부산광역시 해운대구 우동,해운대소방서/우동119안전센터
