"시설종류",대상시설명,소재지도로명주소,소재지지번주소,위도,경도,관리기관명,관할경찰서명,CCTV설치여부,CCTV설치대수,보호구역도로폭,데이터기준일자
"유치원",은혜유치원,부산광역시 해운대구 선수촌로21번길 35,부산광역시 해운대구 반여동 1477-14,35.19579536,129.1163322,부산광역시 해운대구,부산광역시 해운대경찰서,Y,1,7~8.5,2022-03-21
"초등학교",인지초교,부산광역시 해운대구 반여로 128,부산광역시 해운대구 반여동 1625,35.20287941,129.1251192,부산광역시 해운대구,부산광역시 해운대경찰서,Y,2,5~16,2022-03-21
"유치원",인천유치원,부산광역시 해운대구 재반로12번길 16,부산광역시 해운대구 재송동 100-9,35.17967041,129.1275308,부산광역시 해운대구,부산광역시 해운대경찰서,Y,1,5,2022-03-21
"어린이집",인천꿈나무,부산광역시 해운대구 재반로12번길 16,부산광역시 해운대구 재송동 100-9,35.17967041,129.1275308,부산광역시 해운대구,부산광역시 해운대경찰서,N,,,2022-03-21
"초등학교",장산초교,부산광역시 해운대구 선수촌로 68,부산광역시 해운대구 반여동 1425-5,35.200053,129.1196525,부산광역시 해운대구,부산광역시 해운대경찰서,Y,3,6~10,2022-03-21
"어린이집",재능어린이집,부산광역시 해운대구 재송1로46번길 43,부산광역시 해운대구 재송동 1091-4,35.185743,129.1234959,부산광역시 해운대구,부산광역시 해운대경찰서,Y,1,4~5.5,2022-03-21
"유치원",재송,부산광역시 해운대구 재반로50번길 22,부산광역시 해운대구 재송동 124-2,35.183725,129.1275505,부산광역시 해운대구,부산광역시 해운대경찰서,Y,,5.5~9,2022-03-21
"어린이집",재송,부산광역시 해운대구 재반로50번길 22,부산광역시 해운대구 재송동 124-2,35.183725,129.1275505,부산광역시 해운대구,부산광역시 해운대경찰서,Y,1,5.5~9,2022-03-21
"초등학교",재송초교,부산광역시 해운대구 재반로64번길 33,부산광역시 해운대구 재송동 1120-3,35.18643932,129.1277644,부산광역시 해운대구,부산광역시 해운대경찰서,Y,3,7~8.5,2022-03-21
"유치원",좋은엔젤유치원,부산광역시 해운대구 반여로155번길 17-27,부산광역시 해운대구 반여동 1239-4,35.20501147,129.1246082,부산광역시 해운대구,부산광역시 해운대경찰서,Y,1,7~8,2022-03-21
"초등학교",좌동초교,부산광역시 해운대구 세실로 127,부산광역시 해운대구 좌동 1292,35.17601642,129.175188,부산광역시 해운대구,부산광역시 해운대경찰서,Y,2,7.5~12.5,2022-03-21
"유치원",좌동초교 병설유치원,부산광역시 해운대구 세실로 127,부산광역시 해운대구 좌동 1292,35.17601642,129.175188,부산광역시 해운대구,부산광역시 해운대경찰서,Y,2,7.5~12.5,2022-03-21
"초등학교",좌산초교,부산광역시 해운대구 좌동순환로311번길 7,부산광역시 해운대구 좌동 1444,35.16885589,129.1838587,부산광역시 해운대구,부산광역시 해운대경찰서,Y,2,10~20,2022-03-21
"유치원",중일유치원,부산광역시 해운대구 좌동순환로468번길 29,부산광역시 해운대구 중동 798-2,35.162812,129.1725444,부산광역시 해운대구,부산광역시 해운대경찰서,Y,1,4~8,2022-03-21
"어린이집",창신어린이집,부산광역시 해운대구 반송로 895,부산광역시 해운대구 반송동 363-24,35.231518,129.151576,부산광역시 해운대구,부산광역시 해운대경찰서,Y,1,23,2022-03-21
"어린이집",파랑새어린이집,부산광역시 해운대구 신반송로 21,부산광역시 해운대구 반송동 233-4,35.22898712,129.1585232,부산광역시 해운대구,부산광역시 해운대경찰서,Y,1,5~8,2022-03-21
"유치원",파랑새유치원,부산광역시 해운대구 해운대구 신반송로 21,부산광역시 해운대구 반송동 233-4,35.2289880622,129.1585211863,부산광역시 해운대구,부산광역시 해운대경찰서,Y,,5~8,2022-03-21
